OCC1990,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
"Chief executives and general administrators, public administration",6.385199360699866,60.6,,1722852.1487003702,3794.523889636608
"Administrators, education and related fields",9.74641771602258,78.30000000000001,,5018197.197134173,3178.006947459835
Postmasters and mail superintendents,5.2118304751831985,58.099999999999994,,3442141.6292966683,2961.6189468912894
"Managers, properties and real estate",4.076969890167212,38.29999999999999,,2618511.0386878024,2386.1633871388412
Funeral directors,6.167953525994559,52.199999999999996,,2152414.7089491873,3001.0846385763657
"Managers and administrators, n.e.c. ",5.197843114981373,50.286362146016046,,1876172.4754337908,3927.8488786366534
Accountants and auditors,7.576422565927286,56.699999999999996,,2535744.0837685443,3828.3749175012194
Other financial officers,6.415707920462858,48.8,,2251964.0931701805,3849.7705659373546
"Purchasing agents and buyers, farm products",4.031780821917808,40.9,,661339.368219178,3536.206575342466
"Buyers, wholesale and retail trade, except farm products",5.8229137504037904,50.0,,3186002.764574136,4283.935285883493
"Purchasing agents and buyers, n.e.c.",6.374237988634407,47.9,,1301401.5045290168,4316.933011882211
"Inspectors and compliance officers, except construction",5.806626587714144,40.6,,1245025.3764860102,3693.5677801383176
Architects,8.63442657196574,70.5,,1206683.8207645707,5584.818257781491
Aerospace,8.795115530856975,71.1,,893686.7274056742,4453.707224334601
Metallurgical and materials,7.512169312169312,55.79999999999999,,462399.2267195767,4394.748677248677
Petroleum,8.285254691689008,61.599999999999994,,2800488.232439678,5113.002680965147
Chemical,9.40106090745477,67.3,,1847201.094534432,5110.566448801743
Civil,8.257170577890971,67.80000000000001,,1646504.952499343,4373.1905888060155
Electrical and electronic,7.924234444360846,69.4,,1817314.4601610112,4535.914027035838
Industrial,7.762660619803477,54.4,,1215200.732426304,4476.083396321492
Mechanical,7.71623947972456,62.300000000000004,,2068116.6531895562,4531.377558339709
"Engineers, n.e.c.",8.129188634513994,60.4,,1255698.783270231,4698.766957998655
Statisticians,7.348148148148148,55.400000000000006,,4868987.201346802,3527.749719416386
"Mathematical scientists, n.e.c. ",9.866141732283465,65.0,,4057563.374015748,2925.6889763779527
Physicists and astronomers,8.852250099561928,73.8,,4164865.234966149,3971.4854639585824
"Chemists, except biochemists",9.017240749534281,68.8,,2245095.220951894,4079.528436278628
Geologists and geodesists,10.0427254956716,67.2,,2291603.792516057,5253.281206366936
"Physical scientists, n.e.c.",4.9957081545064375,68.1,,7240385.899856938,3423.533619456366
Agricultural and food scientists,7.626666666666667,55.8,,600004.4033333333,3772.6296296296296
Biological and life scientists,9.4579653254825,67.7,,4664040.881583252,3676.921818776578
Forestry and conservation scientists,6.884701185863567,53.900000000000006,,2125837.0602324763,3148.913936832218
Physicians,10.227145435310225,80.68131059804593,,2299027.362685917,5588.964901362872
Dentists,9.8032728985166,73.6,,719539.7194490228,5598.924731182796
Veterinarians,7.85586525562677,59.70000000000001,,2434007.13504248,3293.1435385303325
Optometrists,8.49635761589404,62.0,,1824042.6299668874,3166.523178807947
"Health diagnosing practitioners, n.e.c. ",9.668146686400263,58.93780628186153,,1167051.96382174,2530.9653017595792
Registered nurses,7.423826881056664,61.5,,7488472.134018245,1974.7400962207394
Pharmacists,8.070784956719548,60.7,,2476466.644391267,3623.6723389169547
Dietitians,7.706905116741182,52.1,,8610977.926809074,1634.0246729590992
"Therapists, n.e.c.",8.038519171441164,36.7,,4576224.24680476,2034.373732921992
"Earth, environmental, and marine science teachers",10.6,78.3,,1730.0,1150.0
Biological science teachers,10.461606354810238,78.30000000000001,,6118604.639894087,2873.78640776699
Chemistry teachers,10.17439293598234,78.30000000000001,,3889111.421633554,4027.218543046358
Physics teachers,9.123419626730884,78.3,,4469629.715833835,3046.146899458158
Psychology teachers,10.51923076923077,78.3,,5130169.358974359,2740.3846153846152
Economics teachers,10.174364896073904,78.3,,3813530.5658198614,3078.868360277136
Engineering teachers,10.152922590837283,78.3,,1514690.2281200632,4428.609794628752
Mathematical science teachers,10.747332959011791,78.3,,4690823.338012353,2668.192026951151
150,10.244050827878322,78.3,,4746868.474316519,2550.4389680400463
"Postsecondary teachers, subject n.s. ",10.133750050086148,78.3,,4450626.561646031,3274.7445606443084
"Teachers, elementary school",9.31751558287246,59.6,,6288687.974948978,2380.0575747168637
Librarians,8.39379055783771,54.599999999999994,,5376439.834285884,2170.125617669822
Economists,9.122689075630252,56.79999999999999,,1541033.3157262905,4380.636254501801
Psychologists,10.243662504729475,71.4,,3790024.4037079075,3956.7915247824444
"Social scientists, n.e.c.",9.27243623946217,56.85153132002988,,4503208.919218867,3228.273396649237
Social workers,8.665138401941794,52.4,,5137931.756466521,2631.1778262681737
Recreation workers,7.991486463476928,48.6,,3345197.6480504,3152.0602758385835
Clergy,8.147984727173553,64.82742095727895,,4331482.4556912705,1675.246917187774
Lawyers,10.012791485564131,75.69999999999999,,1211941.244856137,5812.892297013667
Authors,8.763366503626244,59.800000000000004,,4352870.630966436,3588.573115196492
Designers,6.207881115378194,58.2,,2718944.499415595,3873.2726665553514
Musicians and composers,7.3489988065243335,46.0,,5283453.763678557,2113.0294390664367
Actors and directors,6.410908614133998,55.0,,5084466.267733053,3459.6433722302345
"Painters, sculptors, craft-artists, and artist printmakers",7.806270145350605,56.199999999999996,,4419279.759198443,2799.8562306148515
Photographers,5.859107681985911,40.5,,2719475.265538889,2930.110701107011
Dancers,6.996762756281794,37.599999999999994,,6168725.666563897,1953.4607676892247
"Artists, performers, and related workers, n.e.c.",4.955597248280175,34.2,,4893456.444809256,1627.6500938086303
Editors and reporters,8.282885431400283,52.5,,3445438.6436731587,4090.8891850723535
Athletes ,8.539214130837168,52.874155164207515,,3945553.947538209,2810.9101486064837
200,7.703371946839081,50.6,,3159663.0614448637,3432.5749820402298
Clinical laboratory technologists and technicians,7.309249884951679,61.0,,5696656.679964335,2357.8880004601933
Licensed practical nurses,4.329297211366496,41.9,,5798585.459137577,1075.8389083923958
Drafting occupations,7.106525814460151,56.10000000000001,,3195252.7207529005,3329.380098292547
Surveying and mapping technicians,5.883103863119904,49.25876219756718,,3183479.9752706857,2307.806442988905
Science technicians n.e.c.,6.6577665882664725,47.0,,3804303.41779574,2801.237287574121
Airplane pilots and navigators,6.844397076735688,70.1,,2853229.6405298417,5604.948233861145
Broadcast equipment operators,6.406837841548812,42.8,,3108863.1728683235,3685.2190031580394
"Technician, n.e.c. ",6.445127154804574,50.199999999999996,,4271141.13739546,3173.011606076122
"Supervisors and proprietors, sales occupations",5.066221142162819,27.399999999999995,,4321787.068043742,2978.2654921020658
Real estate sales occupations,5.586090200739567,44.0,,1871728.602086635,3513.7747127575276
Securities and financial services sales occupations,6.199304750869062,50.599999999999994,,2432808.8301274623,4513.7775202780995
Advertising and related sales occupations,6.182243316814406,42.2,,2888245.3805402387,3656.8437216444477
"Sales workers, other commodities",5.1354240427766635,33.092760966294286,,4491694.120482001,2428.100731404564
Cashiers,5.04448465398928,30.900000000000002,,6648618.651747408,1755.033286675088
Street and door-to-door sales workers,3.0294024283787,15.399999999999997,,8327896.355963812,545.6064994841679
"Demonstrators, promoters and models, sales",5.171351674641149,28.300000000000004,,7083629.943630382,1522.0469497607655
Secretaries,6.319890784029821,44.5,,7579157.415521538,2183.458773854947
Transportation ticket and reservation agents,5.2102272727272725,35.4,,2319046.3320454545,3464.259090909091
"Personnel clerks, except payroll and timekeeping",7.52968121038264,56.0,,3200251.9359181975,4023.4581039189375
Library clerks,7.392976588628763,41.3,,7613754.057768319,1264.5332927941624
"Bookkeepers, accounting, and auditing clerks",6.0218920422172175,47.6,,6716890.746717041,2147.012558672708
"Office machine operators, n.e.c.",5.620690805940264,44.9,,6875809.410128484,2106.744535291173
Telephone operators,4.952524703656745,40.400000000000006,,7170527.150690629,1985.9915340081977
349,4.6652357680623435,43.5,,2150704.6756042796,3147.546559239202
"Mail carriers, postal service",4.928889568883449,42.3,,1737360.191384469,3125.640894872841
"Mail clerks, except postal service",5.01125,37.6,,1535666.0134722223,3565.8958333333335
Messengers,4.553988633971795,20.30400336771206,,6824000.873163545,1544.942117448958
Dispatchers,4.252989960715845,33.5,,1924476.3988651244,3107.8306416412047
361,3.7997517350335723,31.299999999999994,,2065688.7360774134,3236.150764543249
"Traffic, shipping, and receiving clerks",4.1859456149981,29.2,,3361165.48737491,2474.776738588861
"Insurance adjusters, examiners, and investigators",6.486704702465434,46.900000000000006,,2018402.2926187366,3707.41087122031
Bill and account collectors,4.432668180188792,25.900000000000002,,2696946.4147448917,2481.997132273868
General office clerks,5.550933195075789,35.5,,5271996.774636446,2355.0769739631332
Bank tellers,6.0040605965953455,49.5,,5141541.122754958,2693.432765890989
Housekeepers and butlers,3.439961606488072,25.283941050860623,,6401703.7624023985,1244.1904469177343
Firefighting occupations,4.274764495933533,43.800000000000004,,1778414.1560470422,3279.6530337604586
"Police and detectives, public service",4.791564458025539,47.73322213033178,,1470214.192904501,3295.1829943510743
"Sheriffs, bailiffs, and other law enforcement officers",5.03698553948832,55.0,,961617.9033648499,3001.9466073414906
"Guards and police, except public service",3.09089166641447,21.900000000000002,,2386828.5871238485,2402.877563578771
Bartenders,3.8342252832910626,19.900000000000002,,3279852.852979501,2322.2756939758474
Waiters and waitresses,4.080014148339388,20.299999999999997,,7215925.520219233,1053.7847766512732
Cooks,3.280529608784905,26.399999999999995,,5474826.782921296,1629.227146379075
"Food counter, fountain and related occupations",4.124807480748075,15.3,,7542851.873652365,1193.8008800880089
"Kitchen workers, food preparation",3.3040850492654434,17.6,,6573364.900429229,1197.5105094695853
"Health aides, except nursing",5.761821577013433,47.800000000000004,,7984400.6623697365,1566.7700740919222
"Nursing aides, orderlies, and attendants",5.0745650892398,39.67953818560373,,7719677.494776054,1040.1663760990355
Janitors and cleaners,2.876288086176582,16.1,,2974026.673944493,1690.6690258396206
Elevator operators,3.3440702383864744,20.9,,4783501.998070075,1712.4194732121014
Hairdressers and cosmetologists,4.1874298333271645,35.0,,4380249.158302182,1888.197182229789
"Attendants, amusement and recreation facilities",3.707896189950304,14.700000000000001,,7106046.441490039,1101.437794673576
Ushers,4.060850667494567,14.899999999999999,,8361217.729587085,819.7221359826141
Baggage porters and bellhops,2.778670418571931,20.329919099542735,,3950356.8354977136,1790.2384804783678
"Personal service occupations, n.e.c. ",2.839672317507602,19.089001588888657,,6149445.956041997,768.3644201494343
