OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
"Nurses, professional",8.93692435415344,61.5,,140008.67155218995,40418.34668699895
Agricultural scientists,9.424915082533818,55.8,,496260.84488409513,40662.80644776831
Biological scientists,10.576151340954295,67.7,,177263.43165176717,47940.84881204782
Geologists and geophysicists,10.147534145480604,67.2,,107323.35508091169,57167.65748633646
Physicists,10.21078225370715,73.80000000000001,,242891.9417061896,74960.3130215525
Miscellaneous natural scientists,10.500264600903021,68.1,,229554.64315471833,51349.22970736266
Optometrists,10.969198199004085,62.0,,135561.41085964756,91730.29454035842
Personnel and labor relations workers,8.213703432078148,56.0,,191468.83549941448,45689.98070262053
Pharmacists,10.179245160592625,60.7,,179779.35409105656,62997.41107818752
Photographers,7.812394335863888,40.5,,294112.8369137996,33018.443094815055
Physicians and surgeons,10.941719381803303,81.5,,226315.98743096626,151933.40229803263
Radio operators,7.6127808418196965,42.8,,361836.3734412978,44735.008186844585
Recreation and group workers,7.2333793632125,48.6,,1163626.549378859,16253.136687738901
Religious workers,8.445246162579075,55.5,,910998.271601037,23016.85932480118
"Social and welfare workers, except group",9.078886459766746,52.4,,173272.86518467873,30579.627206678713
Economists,9.552562528940076,56.8,,267265.5417508838,59919.606106264284
Psychologists,10.870148355839161,71.4,,151918.7323740157,55096.169175072784
Statisticians and actuaries,10.080789595252478,55.4,,268828.7941793113,67461.28357201237
Miscellaneous social scientists,10.068776811594203,65.6,,192382.83972173912,39996.568765217395
Sports instructors and officials,7.520767573145562,53.2,,974880.7719474627,24519.851159402697
Surveyors,7.4098827581638735,53.300000000000004,,333983.0633606382,34449.44514362677
Teachers (n.e.c.),9.895211352990932,59.600000000000016,,163604.98072198022,34843.44294933631
"Technicians, medical and dental",7.796397489987736,61.0,,230123.6013552437,29290.942099327174
"Technicians, testing",7.542948538710761,47.0,,770732.3182591252,30289.17595754014
Technicians (n.e.c.),7.152015444833488,50.2,,297653.42685348046,37784.13710760059
Therapists and healers (n.e.c.),9.793245906885742,36.699999999999996,,119704.97187006772,40215.85836115415
Veterinarians,10.94436503911353,59.699999999999996,,137355.31215516315,82684.12199732583
"Professional, technical and kindred workers (n.e.c.)",8.466672227539089,50.60000000000001,,280841.5800638295,42095.7716249349
Farmers (owners and tenants),6.272365975888742,40.7,,231201.7051395756,30732.950745677885
Farm managers,6.561124384517898,43.7,,262528.5732615877,40144.94767415287
"Buyers and department heads, store",8.576136440894299,50.0,,166987.6713566995,61335.86017130154
"Buyers and shippers, farm products",6.9438222435167996,40.900000000000006,,439369.6141821884,43278.29190872612
"Conductors, railroad",6.590189601183717,40.9,,157046.50841333746,48818.76370393311
"Inspectors, public administration",8.23101617219976,40.60000000000001,,166141.08669779624,44935.50745971186
"Managers and superintendents, building",7.569838535726201,38.300000000000004,,153236.2356943895,50603.65789126572
"Officers, pilots, pursers and engineers, ship",6.482026581036482,59.89999999999999,,476763.7089019713,47825.661359379184
"Officials and administrators (n.e.c.), public administration",7.775541593261396,60.599999999999994,,189825.12261547567,39637.33343426558
Postmasters,7.061924474106615,58.10000000000001,,85535.47997803497,41592.468657599056
Purchasing agents and buyers (n.e.c.),7.727628044397778,47.900000000000006,,101141.21404273501,40616.88942621403
"Managers, officials, and proprietors (n.e.c.)",7.689747424666689,50.300000000000026,,192240.2727154094,54603.396498380745
"Attendants and assistants, library",7.18354914769433,41.3,,1234093.2014765567,13383.518882146032
"Attendants, physician's and dentist's office",6.7966571316394635,47.8,,217766.3796670219,18073.165817862286
Bank tellers,6.663492484946185,49.5,,251556.34187662986,14668.003273434166
Bookkeepers,6.874464186679958,47.6,,170814.96291626594,23662.340462534605
Cashiers,5.748500480349467,30.900000000000002,,489175.1129142723,10096.361130083855
"Collectors, bill and account",6.841655033909329,25.899999999999995,,174208.17764456634,23864.47702039124
"Dispatchers and starters, vehicle",6.593457262379093,33.5,,175326.64855905966,27655.91646059706
Mail carriers,6.86716792597392,42.300000000000004,,93765.03199469835,36510.984885849364
Messengers and office boys,6.521546433928815,19.100000000000005,,368743.397092916,23791.812443346356
Office machine operators,6.876482110040744,44.9,,394168.8822822042,20938.633384998724
Shipping and receiving clerks,6.065902120250613,29.2,,364656.743663975,22286.796066809373
"Stenographers, typists, and secretaries",6.9451288769776225,44.5,,274123.5632221039,22837.968358837534
Telephone operators,6.436711469899385,40.4,,426153.49606103025,19263.355558273648
"Ticket, station, and express agents",7.314623496357201,35.4,,167841.42620625906,25833.734001483877
Clerical and kindred workers (n.e.c.),6.777737053130515,35.5,,359232.5567091658,21459.78698171982
Advertising agents and salesmen,8.172854529450657,42.199999999999996,,207666.32236919494,45144.66149895956
Demonstrators,6.47669657539538,28.3,,349092.3666854286,17946.40936330828
Insurance agents and brokers,7.8252829830487025,46.9,,116428.53368585915,44422.533620205504
Newsboys,6.248012304961011,15.4,,336448.58231620997,16099.822220861806
Real estate agents and brokers,7.970555447589231,44.0,,159922.96048076573,55233.92153600724
Stock and bond salesmen,9.008282776496054,50.6,,190409.73577430288,87185.46375573215
Salesmen and sales clerks (n.e.c.),7.002126404808211,32.8,,386635.77068142506,29980.50163972052
Bakers,5.704115222626059,34.2,,323539.51976894145,17470.949648722504
Bookbinders,5.860715798722796,31.3,,323056.6563632655,21196.21690490013
Boilermakers,6.006431253495246,30.700000000000003,,356822.7622034034,35076.76272269713
"Brickmasons, stonemasons, and tile setters",5.316246330728739,35.7,,685412.2045210766,26374.540742748297
Cabinetmakers,6.019937092655223,38.6,,289860.29944093316,26171.497924452025
Carpenters,5.809518829545811,39.9,,475622.1219583332,26485.530039310288
Cement and concrete finishers,5.143819068302936,31.6,,538125.7514020811,25511.66623928269
Compositors and typesetters,6.610771670083519,38.0,,253936.4353002959,25985.577757804058
"Cranemen, derrickmen, and hoistmen",5.7346522029306,38.79999999999999,,247195.05526501907,37300.75888792597
Electricians,6.405874694471366,49.199999999999996,,291818.9314806362,36175.661610312985
"Engravers, except photoengravers",6.323412479293208,41.2,,207255.46951960243,26065.980011043623
"Excavating, grading, and road machinery operators",5.5625751966682095,32.6,,348545.0043189881,32753.765910843744
Foremen (n.e.c.),6.564636305080861,45.3,,180251.83981091197,41030.15162287308
Forgemen and hammermen,5.602679328472105,35.5,,1068340.2158159516,31066.231756260244
Glaziers,5.8452677669248905,25.5,,1104080.5969181543,30210.198518019537
"Heat treaters, annealers, temperers",5.850147529662879,35.5,,135179.07966601796,34344.59576872371
Inspectors (n.e.c.),7.25805686692966,31.300000000000004,,151383.24087606976,40351.24594192589
"Jewelers, watchmakers, goldsmiths, and silversmiths",6.6667156443684545,37.3,,369470.0557611135,32158.424743534943
"Linemen and servicemen, telegraph, telephone, and power",6.5322205749535645,39.2,,186693.20145527666,40004.385017807545
Locomotive engineers,6.5861906603662534,50.8,,117952.87324062084,50883.69219903476
Machinists,6.114088205534063,47.8,,257826.86411293753,34059.23573138116
"Mechanics and repairmen, airplane",6.804011218761192,48.20000000000001,,298181.19957022654,42056.32816271855
"Mechanics and repairmen, automobile",5.834392202551172,36.7,,366629.76234347123,28058.418871173177
"Mechanics and repairmen, office machine",7.201148366015114,33.900000000000006,,339219.75500067166,31760.942128725706
"Mechanics and repairmen, radio and television",6.609342439185425,35.0,,474998.395826026,31377.968122640148
Mechanics and repairmen (n.e.c.),6.113153207759514,32.800000000000004,,240374.6897670739,32996.87339338484
Millwrights,6.201938663388418,40.3,,134052.3246771614,44608.0343128189
Motion picture projectionists,6.518540170369133,33.9,,832834.4518957742,15666.159679305161
Opticians and lens grinders and polishers,7.042077736835849,51.4,,113887.4269922399,27771.284678473792
"Painters, construction and maintenance",5.557597918154338,29.799999999999997,,576862.8304464283,21888.86899839402
Paperhangers,6.179919533474979,24.3,,519182.59617557976,23319.678405135393
"Pattern and model makers, except paper",6.6417870661619665,39.099999999999994,,104993.351655382,41208.64040091699
Plasterers,4.929581156733883,33.2,,456867.9939336067,24909.561085210356
Plumbers and pipe fitters,5.940974477091052,40.6,,370207.5803802663,33738.88486581357
"Pressmen and plate printers, printing",6.111718084832831,40.2,,261570.3673651309,28594.85317394559
"Rollers and roll hands, metal",5.739434142419217,36.0,,172658.19382883562,28725.2561435248
Roofers and slaters,5.1524893344042395,31.199999999999996,,1079415.979030413,20640.05602784355
"Shoemakers and repairers, except factory",5.490756447089993,32.8,,471662.4466943073,26463.249718719355
Stationary engineers,6.477407740774077,35.0,,172928.67054455445,39014.277569756974
Structural metal workers,5.831014562111164,35.5,,501399.0707681001,31848.115830313804
"Tinsmiths, coppersmiths, and sheet metal workers",5.999134929955541,36.8,,398226.0267542572,31975.586811089674
"Tool makers, and die makers and setters",6.407627711686494,42.0,,109537.31187543737,44234.10302309307
Upholsterers,5.476406521358661,30.299999999999997,,298348.1339544151,23406.967272041897
Members of the armed services,7.247544705857573,0.0,,3064058.125540367,28423.379593487374
Asbestos and insulation workers,5.591667905087433,28.399999999999995,,932244.9448035865,27021.338559468964
"Attendants, auto service and parking",5.6713133011756724,21.6,,573880.1998849405,15111.59799383399
Blasters and powdermen,6.2958037336857755,32.1,,1072894.0679002148,32227.283165372544
"Brakemen, railroad",6.140722291407223,34.7,,62205.067662930676,42848.56421751764
Bus drivers,6.1665265405369505,32.4,,104821.18799094768,23703.20538926715
Deliverymen and routemen,6.2766561563681424,28.0,,159761.54849639983,25515.01024361931
"Dressmakers and seamstresses, except factory",5.708537165961734,31.699999999999996,,254658.59365491164,18334.008721391558
"Filers, grinders, and polishers, metal",5.568013350723839,18.7,,274212.6088513355,27903.350561815958
Laundry and dry cleaning operatives,5.1930442243718185,18.2,,416956.701844999,15701.394189379631
"Meat cutters, except slaughter and packing house",5.250042133587754,32.1,,322611.7378033975,21590.684392290837
Mine operatives and laborers,5.855376197788101,26.3,,382165.3311386033,35835.81827635134
"Oilers and greaser, except auto",5.9466239329409225,24.200000000000003,,349095.4827883756,32153.707294523712
"Painters, except construction or maintenance",5.5916287013744785,29.0,,329607.2475955315,24837.946203277574
Photographic process workers,6.630240315366538,35.9,,300673.0719714199,20529.605905541655
Power station operators,6.775289380976346,38.8,,251850.5749245093,52820.37468545546
Sailors and deck hands,6.109938114306516,33.70000000000001,,1212234.92133843,27863.50448974639
Sawyers,5.2611700417872065,27.699999999999996,,309247.36497045227,20197.098509012685
Stationary firemen,5.8015359621917,32.5,,213514.84520750257,30024.456978289767
Taxicab drivers and chauffers,6.298397307595368,22.0,,267716.71257097955,23272.48068318285
Truck and tractor drivers,5.865859475400981,32.1,,229841.5594634379,30306.476447879224
"Weavers, textile",5.3194041440189626,24.9,,182081.7656218072,19957.14540847603
Welders and flame cutters,5.6443438727965685,40.1,,472874.26488336176,28191.92009693942
Operative and kindred workers (n.e.c.),5.6556181072937255,28.400000000000002,,338331.0971772506,22893.72520002223
"Attendants, hospital and other institution",6.0837090663111235,36.300000000000004,,244282.1242429653,16398.40554641394
"Attendants, professional and personal service (n.e.c.)",6.321519855166258,14.1,,490476.97378025996,11357.39153812797
"Attendants, recreation and amusement",6.251480493914219,14.7,,970734.1003254075,16645.20780390342
"Barbers, beauticians, and manicurists",6.293144090259498,35.0,,153800.573394889,17617.848016924116
Bartenders,6.54355855660881,19.9,,251465.7109514397,15461.87056515027
Charwomen and cleaners,5.09028487387051,12.400000000000002,,272497.7583465533,11879.639637220771
"Cooks, except private household",5.423294762824361,26.399999999999995,,554449.2564407577,11444.058908235584
Counter and fountain workers,5.1547371212623485,15.3,,535362.4252602267,6095.10926871312
"Firemen, fire protection",7.14554360557981,43.8,,193510.49881801725,47712.180677548415
"Guards, watchmen, and doorkeepers",6.6853875034030406,21.9,,310750.1065895522,28468.04369440382
"Housekeepers and stewards, except private household",7.596471091743833,36.4,,106531.23800352761,28953.093922651933
Janitors and sextons,5.47910145922138,16.1,,499285.6811010441,18527.12024174688
Policemen and detectives,7.763920892235384,47.8,,119658.42399177756,47164.97994218072
Porters,6.369114000150297,20.2,,434553.6474637409,20810.044998872774
Practical nurses,7.001205319806056,41.9,,127967.18067224594,24393.605647237604
Sheriffs and bailiffs,7.2086056182636,55.0,,461624.74879063055,26796.292964440294
"Ushers, recreation and amusement",5.905287471276685,14.899999999999999,,814931.1260849377,12974.932838042172
Waiters and waitresses,6.064958973301764,20.299999999999997,,614936.4313324908,9985.752549166555
"Service workers, except private household (n.e.c.)",5.13259861553046,17.6,,732821.604589886,8663.371109819118
Farm foremen,5.820348179968347,35.0,,433033.3158489713,32128.041781596203
"Farm laborers, wage workers",4.659857032514697,18.4,,624907.5632298914,13352.392254084692
Fishermen and oystermen,5.610728033009332,30.200000000000006,,579871.6378111932,27143.179003627705
"Gardeners, except farm and groundskeepers",5.307129399742043,22.5,,718348.9894888642,16155.729215014964
"Lumbermen, raftsmen, and woodchoppers",5.2183965894961215,26.4,,684496.0928340931,23586.719343951685
Laborers (n.e.c.),5.48246765705414,17.5,,625180.441647805,19174.76206883117
N/A (blank),3.7142322710803546,0.0,,391725.168927631,4295563.173150145
