OCC1990,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
Broadcast equipment operators,5.903768115942029,42.8,,285387.7779710145,10962.471884057972
"Technician, n.e.c. ",6.655555555555556,50.2,,770314.6304964538,6193.795271867612
"Supervisors and proprietors, sales occupations",5.182719546742209,27.4,,219538.0240793201,3134.915014164306
Insurance sales occupations,6.646276725271514,46.9,,65166.29469634248,8440.427896556763
Real estate sales occupations,6.18639232298781,44.0,,63903.88622806259,7866.64416011066
Securities and financial services sales occupations,7.309960681520314,50.6,,123171.91546526867,8820.488204456095
Advertising and related sales occupations,6.92102615694165,42.2,,139489.38832997988,6015.925553319919
Sales engineers,8.50165343915344,60.4,,43603.64252645503,12580.118716931216
"Sales workers, other commodities",5.205975292544522,32.911542120423896,,192825.74102741503,3013.043983129212
Cashiers,4.9879853692803335,30.9,,228885.13206404573,10717.053314923818
Street and door-to-door sales workers,2.9498771498771497,15.4,,143979.93232713232,357797.0074412074
"Demonstrators, promoters and models, sales",5.183673469387755,28.3,,74584.16364323508,763.0668934240363
Secretaries,6.450064305300536,44.5,,186544.19996926287,2226.4444830905372
Stenographers,6.186359229439784,44.5,,115608.12308729925,7188.556801416347
Typists,5.967254055781987,44.5,,236826.94257971708,6207.1671861264285
Transportation ticket and reservation agents,5.854185218165628,35.4,,111960.50155832591,11199.390471950133
Receptionists,5.976008968609865,35.5,,409312.65298953664,9609.686771300449
"Personnel clerks, except payroll and timekeeping",7.911349327888378,56.0,,96377.92223923771,11395.55844818785
Library clerks,7.1149475524475525,41.3,,1710699.6984265735,5909.8444055944055
File clerks,5.403301704852272,35.5,,269867.38980174344,8365.137776749209
"Bookkeepers, accounting, and auditing clerks",5.961194490853187,47.6,,91135.82333946397,5176.280048296292
Payroll and timekeeping clerks,5.748374432584959,35.5,,97140.43209422157,11693.87044534413
"Office machine operators, n.e.c.",5.745606220134445,44.9,,94526.76500364461,8869.233376528711
Telephone operators,5.218281644160855,40.4,,163498.11624870158,4845.610773111737
349,4.91332847778587,43.5,,123131.08448652586,4081.0415149308083
Postal clerks except mail carriers,5.6768014810595275,35.5,,163689.22101965253,6103.293007690117
"Mail carriers, postal service",5.45519801980198,42.3,,336746.1806930693,7909.920462046204
"Mail clerks, except postal service",5.123142250530786,37.6,,112950.63694267516,4823.927813163482
Messengers,4.46720985691574,19.818720190779015,,702365.0158982512,37318.66991255962
Dispatchers,4.722239216885898,33.5,,120177.08718262466,4561.050780055063
361,4.511330049261084,31.3,,100256.29441707718,4652.302134646962
"Traffic, shipping, and receiving clerks",4.3226500837120305,29.2,,224567.3391533126,7182.305010762975
Stock and inventory clerks,4.655413865059123,35.5,,263970.8091815442,12340.992348713193
"Insurance adjusters, examiners, and investigators",7.653846153846154,46.9,,78021.37926421405,5399.105351170569
Bill and account collectors,5.34472049689441,25.9,,166922.4192546584,3464.8084886128363
General office clerks,5.701812168774312,35.5,,202522.53829680532,2695.6218978300058
Bank tellers,6.172717622080679,49.5,,102113.8440552017,3646.9330148619956
Housekeepers and butlers,3.4554382423724865,21.8570064435991,,374350.40967316204,7561.116043009083
Firefighting occupations,4.8369197455677355,43.8,,47781.71132764921,8143.894031668697
"Police and detectives, public service",5.183663401226302,47.74390020438368,,68973.93875537388,6443.285150468673
"Sheriffs, bailiffs, and other law enforcement officers",4.761836441893831,55.0,,63896.941893830706,4723.780487804878
"Guards and police, except public service",3.534838673971996,21.9,,475881.62930986774,6603.49488073496
Bartenders,3.882605910879312,19.9,,213127.7072925245,5131.022783420258
Waiters and waitresses,4.1919506352728195,20.3,,377120.54093673767,7777.006843946971
Cooks,3.4749187676398736,26.4,,304017.5057040533,4094.9893271351657
"Food counter, fountain and related occupations",4.10496253987093,15.3,,519633.5265929827,11483.17899265633
"Kitchen workers, food preparation",3.414340243993713,17.6,,678345.945251104,10820.096699348851
"Health aides, except nursing",6.012256442489001,47.8,,189824.27702702704,6176.8804211187935
"Nursing aides, orderlies, and attendants",4.562075317850995,37.16716395373418,,1333724.6347054027,9949.941473137438
Janitors and cleaners,3.0673262674254684,16.1,,309320.5823630763,10016.644677074088
Elevator operators,3.540734109221128,20.9,,288008.4390331244,9347.590152193376
Barbers,3.5885947046843176,35.0,,130750.4915478615,3740.282586558045
Hairdressers and cosmetologists,4.836469244898972,35.0,,50622.884426351586,6420.142530904036
"Attendants, amusement and recreation facilities",3.8373161764705883,14.7,,498883.7099264706,61818.74393382353
Ushers,4.419528619528619,14.9,,437422.1521885522,34226.700336700334
Baggage porters and bellhops,3.1200086104832634,20.3139812721989,,492806.45258852653,8838.401571413195
"Child care workers, n.e.c.",3.5298212537616473,18.9,,193680.36873209817,57348.08049019252
"Personal service occupations, n.e.c. ",3.254034621204832,19.015193793025027,,260787.04839796017,3803.8373030798703
"Farmers, except horticultural",3.339189572116747,40.7,,61076.70446958649,2658.6894304335506
"Managers, farms, except horticultural",4.923600605143721,43.7,,142074.47201210287,19609.17776096823
Farm workers,2.9007484876448273,18.606055730386707,,408217.35360323056,861.0900393567265
"Groundskeepers and gardeners, except farm",3.1677124539626247,22.5,,462720.57761560497,40072.09684899741
"Graders and sorters, agricultural products",3.350533294897665,21.5,,125781.6800230614,3712.0464110694725
Timber cutting and logging occupations,2.7713004484304933,27.073662911517008,,242055.36443180576,12199.250902329652
Fishers,2.956061200470773,30.2,,329950.11455472733,18287.34444880345
Automobile mechanics,3.7524274448795665,36.7118770452229,,126794.47612789013,5706.995306045813
Aircraft engine mechanics,5.026761678543151,48.2,,113447.52937450515,8886.420902612826
Machinery maintenance occupations,3.152453653217012,26.01064340239913,,285088.84994547436,4118.663031624864
"Electronic repairers, communications and industrial equipment",5.115634005763689,35.0,,175238.51693083573,5831.545208933718
Telephone line installers and repairers,5.164658359578255,39.2,,55207.09194851431,6951.537929617965
"Heating, air conditioning, and refrigeration mechanics",4.347033285094066,32.8,,139809.797105644,7831.287698986976
"Camera, watch, and musical instrument repairers",4.4126155082362395,36.55046203294496,,102377.46524708718,4034.0658899156288
Office machine repairers,5.62426614481409,33.9,,111245.5766470972,4963.842139595564
Millwrights,3.517548596112311,40.3,,52925.57991360691,5525.319924406048
"Mechanics and repairers, n.s. ",3.9235189303424174,33.092006574858075,,178845.73367680982,6625.658369821954
Brickmasons and stonemasons,3.6138294257560313,35.771483180428135,,151309.79986408426,6069.034403669725
Carpenters,3.4682957005876895,38.778616352201254,,158982.83664982644,4222.034092861807
Electricians,4.5865582492596495,48.9735883150128,,122708.74667469758,6606.598805400793
"Painters, construction and maintenance",3.4767964071856285,29.8,,316771.8363536086,8063.7812401512765
Paperhangers,3.161290322580645,24.3,,138790.8266129032,2644.6102150537636
Plasterers,3.387741280054182,33.2,,144930.94784964444,4443.511683034202
"Plumbers, pipefitters, and steamfitters",3.900580083789881,40.60500590826082,,113740.13003544956,6802.729455365775
Concrete and terrazzo finishers,2.996606334841629,31.6,,288317.47926093516,7937.695701357466
Glaziers,3.9919540229885055,25.5,,52801.44367816092,4882.80459770115
Insulation workers,4.078598484848484,28.4,,101848.24337121213,5360.572916666667
Roofers,3.3596026490066224,31.2,,372887.41854304634,10174.254304635762
Structural metal workers,3.8139162889896028,35.5,,164083.29005598507,7790.823513729672
"Construction trades, n.e.c. ",4.558011049723757,40.8,,614559.5248618785,2184.3646408839777
Explosives workers,3.0849256900212314,32.1,,259554.27388535033,3599.670912951168
Mining machine operators,3.04372445713723,26.3,,183582.90127529667,9552.425673346792
"Supervisors, production occupations",4.544400554818478,45.3,,51947.0710559643,6521.197126402123
Tool and die makers,4.51732915606031,42.0,,53839.71783826121,7139.640591345213
Machinists,4.152150787846553,47.60290539192873,,101625.82258493452,6972.5524898610465
Boilermakers,3.4208588957055213,30.7,,92461.81656441718,4876.328220858895
"Patternmakers and model makers, metal",4.624178712220762,39.1,,56058.51905387648,6111.756460797196
"Engravers, metal",4.615384615384615,41.2,,131011.55357142857,4633.31043956044
Sheet metal workers,4.157831033648027,36.946211571048174,,119405.6762285161,8619.747881868798
Cabinet makers and bench carpenters,3.8134920634920637,38.6,,132329.02380952382,8912.498263888889
Dressmakers,3.7203628401626525,31.7,,199854.52330309665,1367.8026274632468
Tailors,3.11268685320046,41.2,,159124.27175162898,6941.571100038329
Upholsterers,3.678130511463845,30.3,,143874.4012345679,6543.566725455615
Miscellaneous precision apparel and fabric workers,3.395942200689699,28.468233651384686,,34996.74690587514,4331.309200922419
Optical goods workers,4.905645161290322,51.4,,79824.40403225807,12593.216935483872
Bookbinders,3.8954352441613587,31.3,,165957.04352441613,13401.373673036094
"Miscellaneous precision workers, n.e.c.",4.002422871910838,46.6,,149069.0788240995,4864.983847520594
Butchers and meat cutters,4.048525857902368,32.1,,145434.52402126632,7165.857129047849
Bakers,3.492431123221314,34.2,,230022.1324553436,5091.235846200424
Power plant operators,4.678450033990483,38.8,,109270.99932019034,5617.138001359619
Stationary engineers,5.3831390481097445,35.0,,129558.07986088749,7559.299156308366
Lathe and turning machine set-up operators,3.7055789967182373,47.8,,72889.27848101266,5392.719174871074
Rolling machine operators,3.372340425531915,36.0,,60086.28014184397,5052.597517730496
"Grinding, abrading, buffing, and polishing machine operators",3.529741151611199,19.278615953512944,,79369.18182778658,5414.89265715795
Forging machine operators,3.0014091122592768,35.5,,137105.0338186942,8555.288398309065
Molding and casting machine operators,3.0907545887151597,39.1,,87572.08395649218,4187.81951053705
Heat treating equipment operators,3.605056669572799,35.5,,76855.52048823016,13754.611159546643
Sawing machine operators,2.812055409958817,27.7,,139012.44440284537,4630.0147884687385
Printing press operators,4.589300758213985,40.28403538331929,,123535.3896377422,11534.935130581298
Photoengravers and lithographers,4.812878370941112,39.6746835443038,,58168.14584479912,17793.028618602093
Typesetters and compositors,4.875895925380462,38.0,,156571.035640648,6959.195679921453
"Knitting, looping, taping, and weaving machine operators",3.1465841850457235,26.421718665949435,,66030.3987358795,5125.519499731038
Shoe machine operators,3.0274588117823265,32.8,,204780.631552671,2923.984023964054
Laundering and dry cleaning machine operators,3.3150805528655694,18.14934413240602,,146804.85738181177,5201.001613991842
Miscellaneous textile machine operators,2.568776150627615,24.9,,23483.589958158995,4507.460512552301
Packaging and filling machine operators,3.6871637776449493,28.4,,133492.19087467622,7959.284718071329
Mixing and blending machine operators,3.380127620783956,25.0,,124222.7547857794,3560.6608933454877
Painting and paint spraying machine operators,3.5230251710938405,29.0,,154281.88284421762,5849.25797471291
"Furnace, kiln, and oven operators, except food",3.2257815940114485,32.658520475561424,,183224.21003963012,4458.558454425363
Crushing and grinding machine operators,3.4341846758349703,25.2,,44800.163064833,3874.58742632613
Motion picture projectionists,4.195192307692308,33.9,,352534.9509615385,13484.68173076923
Photographic process machine operators,4.962220762155059,35.9,,184237.73357424443,9351.351182654402
"Machine operators, n.s. ",3.562008875283061,28.4,,130006.44075323375,3050.730084941939
Welders and cutters,3.6918413137919512,40.1,,130980.64324246909,6027.220222466224
Assemblers,3.9601286447573,28.4,,113876.80765052927,6609.82645737045
"Production inspectors, checkers, and examiners",4.196386896015213,28.4,,75848.064655545,6670.276399573573
"Graders and sorters, except agricultural ",3.517357512953368,28.4,,116838.05880829015,4210.753626943005
Truck drivers,3.594399238598266,30.770366210225763,,214488.5744381661,7024.186972141957
Bus drivers,3.8908531135167346,32.4,,85406.26576621312,7680.083027112921
Taxicab drivers and chauffeurs,3.5999375065097388,22.0,,246737.9885428601,8363.381939381314
Railroad conductors and yardmasters,3.769302615193026,39.79956413449564,,79054.8402864259,9024.238480697384
Locomotive operating occupations,3.886568074401586,44.43134624180515,,95965.42872389084,6030.386491843269
"Railroad brake, signal, and switch operators",4.124893556627874,33.808245813227366,,128946.83990916832,5315.114958841896
Sailors and deckhands,3.8607127335940894,45.98587570621469,,1683579.0760538897,5445.495436766623
"Bridge, lock, and lighthouse tenders",3.6281431334622822,26.349081237911026,,97580.8249516441,2577.7393617021276
Hoist and winch operators,3.2671875,38.8,,90323.10241477273,5015.840909090909
Excavating and loading machine operators,3.4412497922552765,32.6,,155697.49958451054,6420.759348512548
Miscellaneous material moving equipment operators,2.5694444444444446,27.2,,109079.43981481482,3811.2326388888887
Stevedores,2.9413783242779523,24.4,,263333.06262510724,7045.615956534172
"Freight, stock, and material handlers, n.e.c.",4.186547085201794,17.5,,279685.4195814649,9920.598056801196
Garage and service station related occupations,4.167127836192584,21.6,,362062.1470669618,16955.449778638627
Vehicle washers and equipment cleaners,3.4182389937106916,16.3,,411896.9857565668,20258.729189789123
"Laborers, except construction",3.281774797455563,17.5,,443524.8055398167,2551.191609666057
"Military occupation, rank not specified ",5.83472128945601,0.0,,5144621.982281173,3919.1224871278264
999,2.680193934253734,0.0,,292411.50339314673,4237501.053477349
