OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
Economists,9.580506091846297,56.8,,130182.77375820056,23731.605435801313
Psychologists,10.40159045725646,71.4,,112871.79085487078,18071.4592445328
Statisticians and actuaries,9.130624726955002,55.4,,217765.87243337702,19045.227173438183
Miscellaneous social scientists,9.431879375336564,65.6,,373885.51157781365,14233.424878836833
Sports instructors and officials,7.651050470900748,53.2,,1334662.5189567737,10125.47935281333
Surveyors,6.9656669297553275,53.3,,396660.6945540647,12924.939818468823
Teachers (n.e.c.),9.931108666094175,59.6,,140854.35239552025,12419.571548053527
"Technicians, medical and dental",7.87825121281197,61.0,,189406.20834063942,10381.617423578233
"Technicians, testing",7.7965625,47.0,,409558.0880208333,14269.038645833334
Technicians (n.e.c.),7.084322123148213,50.2,,141433.22600575723,16182.922488239838
Therapists and healers (n.e.c.),9.081150930392832,36.7,,166406.17634390076,11645.649121295659
Veterinarians,10.545405982905983,59.7,,98024.18696581197,27768.939636752137
"Professional, technical and kindred workers (n.e.c.)",8.46032766350211,50.6,,364684.9031019251,14200.017058939873
Farmers (owners and tenants),5.160495184182685,40.7,,137841.21059067614,12801.371443096412
Farm managers,5.847094801223242,43.7,,166461.09321100917,15207.850764525994
"Buyers and department heads, store",7.928536182446203,50.0,,75692.66514342108,23113.44468044024
"Buyers and shippers, farm products",6.12129144851658,40.9,,129291.7652705061,17676.474694589877
"Conductors, railroad",5.67756064690027,40.9,,41525.27830188679,22217.420822102427
"Inspectors, public administration",7.394238227146815,40.6,,89488.4611634349,17050.55290858726
"Managers and superintendents, building",6.829751790771281,38.3,,99954.29401965684,15120.76045310678
"Officers, pilots, pursers and engineers, ship",5.623170731707317,59.9,,368149.49024390243,20889.091463414636
"Officials and administrators (n.e.c.), public administration",7.935367231638418,60.6,,97410.87810169492,19060.514350282487
Postmasters,6.3258480649785,58.1,,69201.40038222646,17364.424271380794
Purchasing agents and buyers (n.e.c.),7.466367713004484,47.9,,91237.87518684604,17213.92423393124
"Managers, officials, and proprietors (n.e.c.)",7.256962381510368,50.3,,116493.54854242527,20036.61410493866
"Attendants and assistants, library",7.185854911191954,41.3,,1416349.079178258,4572.073614380483
"Attendants, physician's and dentist's office",6.34749128077627,47.8,,267219.6159743085,5933.817293414828
Bank tellers,6.607058970906016,49.5,,222765.5639660518,6249.541824559205
Bookkeepers,6.594139212747763,47.6,,126960.28439465909,8152.947920106344
Cashiers,5.6571682201509095,30.9,,440117.3592913153,4518.146249445184
"Collectors, bill and account",6.667881811204912,25.9,,161899.06600153493,9459.735226400613
"Dispatchers and starters, vehicle",6.2031360112755465,33.5,,157313.3490133897,13834.82558139535
Mail carriers,6.340715277318702,42.3,,87721.80505057183,16737.213922126
Messengers and office boys,5.766771575285738,19.1,,669978.9039257909,6466.542156700348
Office machine operators,6.62242805628226,44.9,,188550.76702255532,9503.719331117867
Shipping and receiving clerks,5.672444084059734,29.2,,224643.15200351374,10169.573450908845
"Stenographers, typists, and secretaries",6.662329729800733,44.5,,218324.396051439,7577.94956586846
Telegraph operators,6.126881720430108,43.5,,173279.26451612904,14413.548387096775
Telephone operators,6.161112535247373,40.4,,234191.10869007948,10080.155088438862
"Ticket, station, and express agents",7.152770494668764,35.4,,150146.3256423702,13933.107848278272
Clerical and kindred workers (n.e.c.),6.516133227240567,35.5,,267238.84358076315,9298.785384766285
Advertising agents and salesmen,7.92836457857034,42.2,,187507.55738454504,15495.713305898491
Auctioneers,6.101298701298702,31.9,,259185.87272727274,17239.233766233767
Demonstrators,6.157348242811501,28.3,,133649.73322683707,4369.556709265175
Hucksters and peddlers,6.231722428748451,18.3,,212863.85672980468,4627.899628252788
Insurance agents and brokers,7.765605860453945,46.9,,62026.51840999159,18386.83307313558
Newsboys,5.009899683210137,15.4,,283438.5986008448,4052.1838701161564
Real estate agents and brokers,7.688398726376335,44.0,,61974.928255957275,17504.983309367297
Stock and bond salesmen,8.89623430962343,50.6,,77602.71771269177,28677.755230125524
Salesmen and sales clerks (n.e.c.),6.521137078214645,32.8,,261900.53730835306,10413.581439823669
Bakers,5.071893722323522,34.2,,238701.70252669966,8611.160458452721
Bookbinders,5.1959140911471975,31.3,,214928.40125720273,9023.31587218439
Boilermakers,5.402992052360917,30.7,,71330.37634408602,17774.1608228144
"Brickmasons, stonemasons, and tile setters",4.862015063237175,35.7,,263507.22481170954,12288.89512576382
Cabinetmakers,5.423023897058823,38.6,,145647.4666819853,10760.055147058823
Carpenters,5.3409755406432335,39.9,,235538.9764551321,11540.381638094257
Cement and concrete finishers,4.623313168915775,31.6,,323733.7550023267,11969.799906933458
Compositors and typesetters,6.385912240184758,38.0,,191408.0570438799,11001.113163972286
"Cranemen, derrickmen, and hoistmen",4.778768668743957,38.8,,127672.10411518213,16942.484151713765
Electricians,5.961703680826572,49.2,,108863.77867310554,17613.953870342815
"Engravers, except photoengravers",5.764705882352941,41.2,,207802.34531590415,9883.453159041394
"Excavating, grading, and road machinery operators",4.713777739696684,32.6,,165742.83360466114,14631.444606289093
Foremen (n.e.c.),6.1139067680905015,45.3,,88842.49342845568,18626.0469085235
Forgemen and hammermen,4.979522184300341,35.5,,90622.33105802047,14884.180887372013
Furriers,4.764240506329114,34.7,,192641.61234177215,7171.5427215189875
Glaziers,5.444749862561848,25.5,,110248.0973062122,12920.445299615174
"Heat treaters, annealers, temperers",4.80766598220397,35.5,,126007.73785078713,15802.679671457905
Inspectors (n.e.c.),6.609724047306176,31.3,,181014.61136662288,15972.55420499343
"Jewelers, watchmakers, goldsmiths, and silversmiths",5.894883920894239,37.3,,148984.30997420463,10998.889724849527
"Job setters, metal",4.97012987012987,47.8,,68784.91915584415,15370.57142857143
"Linemen and servicemen, telegraph, telephone, and power",6.165416537215392,39.2,,85612.86076960633,18966.825041054548
Locomotive engineers,5.714285714285714,50.8,,70499.57548445245,22167.163136547995
Machinists,5.481516878861317,47.8,,111019.04976618766,14671.227770761512
"Mechanics and repairmen, airplane",6.191271901362751,48.2,,98201.84701492537,18260.106262167425
"Mechanics and repairmen, automobile",5.1897854671280275,36.7,,152165.21444982698,12369.274256055363
"Mechanics and repairmen, office machine",6.759038850213339,33.9,,145770.78172018865,16438.855827532
"Mechanics and repairmen, radio and television",6.240103828682674,35.0,,178333.0715985291,13525.587280986372
Mechanics and repairmen (n.e.c.),5.407049498654373,32.8,,144853.33748566368,14469.960482836152
Millwrights,5.343932167461579,40.3,,80177.56478537362,19242.698728139905
"Molders, metal",4.784486762656758,39.1,,195965.02647468649,11309.79563399907
Motion picture projectionists,6.138202247191011,33.9,,829001.8741573034,10627.269662921348
Opticians and lens grinders and polishers,6.331093691675998,51.4,,56165.61627472938,11417.754759238522
"Painters, construction and maintenance",5.148215021064969,29.8,,453634.16465519974,9519.779530552123
"Pattern and model makers, except paper",5.898039215686275,39.1,,99458.98039215687,17208.105392156864
Photoengravers and lithographers,6.130434782608695,40.3,,103046.01612903226,16342.387798036465
Plasterers,4.814175104228708,33.2,,115545.52352590828,12519.618820726622
Plumbers and pipe fitters,5.404003671797769,40.6,,135774.12568846208,16243.344690015534
"Pressmen and plate printers, printing",5.798757689060427,40.2,,173821.58328307804,12579.624291400314
"Rollers and roll hands, metal",4.915871639202082,36.0,,85625.15437987857,17850.43365134432
Roofers and slaters,4.863267208094794,31.2,,482977.595526561,9109.685794168552
"Shoemakers and repairers, except factory",5.009871813761603,32.8,,176426.84661853543,10665.608516281125
Stationary engineers,6.0262458824779515,35.0,,89295.82021039209,17618.27967272341
Structural metal workers,5.359399436972161,35.5,,188063.2771348139,15036.475602126993
Tailors and tailoresses,4.565217391304348,41.2,,72999.50898203593,8667.512366571205
"Tinsmiths, coppersmiths, and sheet metal workers",5.503759398496241,36.8,,105041.80922455392,15235.473010885422
"Tool makers, and die makers and setters",5.743991738640631,42.0,,57058.28548629365,18765.627581674802
Upholsterers,4.741391941391941,30.3,,159097.69035409036,8952.417582417582
Members of the armed services,6.734180911520924,0.0,,3917771.867247692,9781.745378377771
Apprentice auto mechanics,5.235294117647059,40.8,,314917.42156862747,7152.205882352941
Apprentice bricklayers and masons,5.643243243243243,40.8,,672062.4756756757,9286.162162162162
Apprentice carpenters,5.826890756302521,40.8,,393537.60168067226,7978.663865546218
Apprentice electricians,6.3596757852077,40.8,,217239.75278622087,10677.847011144884
Apprentice machinists and toolmakers,6.305381727158949,40.8,,76934.0,11992.803504380476
Apprentice plumbers and pipe fitters,6.20094191522763,40.8,,196907.36106750392,10159.489795918367
"Apprentices, metalworking trades (n.e.c.)",5.488372093023256,40.8,,21785.81395348837,13156.046511627907
"Apprentices, other specified trades",5.347682119205298,40.8,,87379.39735099337,11686.490066225166
Asbestos and insulation workers,5.367449139280125,28.4,,253051.98309859156,12486.499217527387
"Attendants, auto service and parking",4.995571008733805,21.6,,405588.85574734054,5540.5989486319795
Blasters and powdermen,4.895962732919255,32.1,,283345.5326086957,14003.625776397515
"Brakemen, railroad",5.774290627687017,34.7,,76890.41294067068,19016.77558039553
Bus drivers,5.503357740132577,32.4,,108211.75720289415,8858.996144014558
"Chainmen, rodmen, and axmen, surveying",6.052489905787349,39.4,,707783.6594885599,7404.609690444146
Deliverymen and routemen,5.550941954585611,28.0,,283236.8800649459,11480.081063011867
"Dressmakers and seamstresses, except factory",4.878706199460916,31.7,,153667.98706199462,5209.257412398922
"Filers, grinders, and polishers, metal",4.8675982132630855,18.7,,159399.0220478754,11921.537910892222
Laundry and dry cleaning operatives,4.327762255524511,18.2,,222559.30393700788,5801.640081280162
"Meat cutters, except slaughter and packing house",5.038576713052668,32.1,,138836.69185602723,12308.85590981152
Mine operatives and laborers,5.143766960181647,26.3,,185709.39513761975,14995.02962839896
"Oilers and greaser, except auto",4.970687711386697,24.2,,236663.82487786547,14835.590003757985
"Painters, except construction or maintenance",4.903547671840355,29.0,,218927.4604298141,10335.501876172608
Photographic process workers,6.298728813559322,35.9,,262964.0683262712,8244.130473163841
Power station operators,6.054973821989528,38.8,,52330.259162303664,19286.655759162302
Sailors and deck hands,5.22870159453303,33.7,,922420.0123006834,12444.09111617312
Sawyers,4.350126342387871,27.7,,203965.03411244473,8968.743682880606
Stationary firemen,5.044456949915588,32.5,,130214.83612830614,15347.402363534045
"Switchmen, railroad",5.903107861060329,32.8,,116539.42413162706,17787.96160877514
Taxicab drivers and chauffers,5.369512406732604,22.0,,277901.2418879056,9074.984383133784
Truck and tractor drivers,4.852653526815768,32.1,,154192.80935372878,14543.575388959533
"Weavers, textile",4.357065335359236,24.9,,84973.00607770783,7767.590622965054
Welders and flame cutters,5.081263282981786,40.1,,175118.36298818528,13644.605681117027
Operative and kindred workers (n.e.c.),4.924075625224363,28.4,,170409.08607965143,9361.511263892897
"Housekeepers, private household",4.071714743589744,24.9,,225572.61979166666,3899.2508012820513
"Laundresses, private household",4.187096774193549,17.6,,207386.46451612902,4922.419354838709
Private household workers (n.e.c.),4.166444740346205,18.9,,191421.43600048422,3196.8381551870234
"Attendants, hospital and other institution",5.548052819818969,36.3,,305748.746903286,5579.017389845086
"Attendants, professional and personal service (n.e.c.)",5.952734519673374,14.1,,422615.798998254,4004.0847604098694
"Attendants, recreation and amusement",5.921863491284066,14.7,,1375129.1387797692,4952.864289221704
"Barbers, beauticians, and manicurists",5.639844945928596,35.0,,55706.491284381016,6920.69391634981
Bartenders,5.892651439920556,19.9,,278850.17869910627,6781.569016881827
Charwomen and cleaners,4.33629370192007,12.4,,237883.37723851815,4716.231263160089
"Cooks, except private household",5.003036294308713,26.4,,406842.05715117924,4858.692275102387
Counter and fountain workers,4.9965652600588815,15.3,,451436.55452649656,2362.756992149166
Elevator operators,4.258831521739131,20.9,,309164.2744565217,9186.212635869566
"Firemen, fire protection",6.504122497055359,43.8,,90379.83316506815,17742.194178024565
"Guards, watchmen, and doorkeepers",5.7844985163204745,21.9,,358397.6475964392,10492.281661721068
"Housekeepers and stewards, except private household",7.528747433264887,36.4,,119141.59111909651,13532.375513347022
Janitors and sextons,4.668162681154386,16.1,,355747.3245077742,7573.564069252039
Policemen and detectives,7.288426392152474,47.8,,66372.10808996308,18052.77721830592
Porters,5.761614623000762,20.2,,604973.1363290175,7480.19801980198
Practical nurses,6.445824757424287,41.9,,101140.39543516612,7640.870148485739
Sheriffs and bailiffs,6.770608300170552,55.0,,57122.12990335418,14750.423536100057
"Ushers, recreation and amusement",5.693600867678959,14.9,,1053567.2261388286,3735.558568329718
Waiters and waitresses,5.506053841103086,20.3,,462046.43056248635,3324.2595316261763
Watchmen (crossing) and bridge tenders,4.840297121634169,23.5,,87063.03559269576,5629.305168678427
"Service workers, except private household (n.e.c.)",4.8245527674390685,17.6,,716857.5448433185,3181.4337255372793
Farm foremen,5.4315485732606605,35.0,,283436.99679384416,12615.801538954793
"Farm laborers, wage workers",4.309883401325116,18.4,,530246.7846685762,4758.627144634435
Fishermen and oystermen,5.051759306476288,30.2,,274727.68357980624,11710.749617542071
"Gardeners, except farm and groundskeepers",4.911541565778854,22.5,,684281.5472154964,6136.458595641647
Longshoremen and stevedores,4.488020176544767,24.4,,231932.26796973517,16574.092055485497
"Lumbermen, raftsmen, and woodchoppers",4.502242152466367,26.4,,303262.9814841603,9475.083899898742
Laborers (n.e.c.),5.002508661738276,17.5,,399605.73998110165,8111.195393993293
N/A (blank),3.1096880719354263,0.0,,296729.1018216663,4291332.318155323
