OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
Accountants and auditors,8.958324525196561,56.70000000000276,65.40000000000371,123987.01769372847,31360.542873286948
Airplane pilots and navigators,8.638331085774999,70.10000000000025,61.0,132158.2092517674,59316.313497609415
Architects,9.594789386265061,70.5,73.19999999999972,133121.41582787017,40979.01023576296
Artists and art teachers,8.028869924549083,56.19999999999965,52.400000000000446,210668.0208786394,19131.314550329418
Authors,9.466810331015477,59.79999999999999,63.09999999999996,268441.8126301791,30116.160540904286
Chemists,9.742931604373252,68.80000000000022,73.30000000000041,178182.32885202137,35392.6253051106
Chiropractors,9.94400797850688,60.0,50.400000000000155,89390.01978344053,49589.15708703086
Clergymen,9.4955352808515,69.0,63.300000000000686,325432.9379682823,22922.79948015634
Agricultural sciences,10.265669515669515,78.3,73.5,246999.92735042734,35449.372507122505
Biological sciences,10.617410387710315,78.29999999999998,73.5,326929.44359912217,36246.14820775421
Chemistry,10.424414348462665,78.29999999999987,73.5,783117.7611639824,34233.14275256223
Economics,10.676724137931034,78.30000000000005,73.5,134115.13747731398,40247.43784029038
Engineering,9.723075186272297,78.30000000000004,73.5,139148.94987581848,35555.18457891172
Mathematics,9.849268537460917,78.3,73.5,717942.9830161732,23669.452117188404
Medical sciences,10.161822360416386,78.30000000000003,73.5,275237.24230543914,36662.780136091205
Physics,10.521097532856814,78.29999999999998,73.5,295176.1030666359,42283.410191376526
Psychology,10.559824995244435,78.29999999999997,73.5,327300.7241772874,35328.4044131634
Natural science (n.e.c.),10.333948339483396,78.30000000000003,73.5,519214.1537515375,30252.948954489544
Social sciences (n.e.c.),10.61942060085837,78.30000000000005,73.5,409860.95493562234,34496.717274678114
Non-scientific subjects,10.269468784710591,78.29999999999995,73.5,418647.8497681553,27709.24817080696
Subject not specified,10.296214060483955,78.29999999999937,73.5,451198.1220235836,30543.298495145966
Dancers and dancing teachers,6.660677783754707,37.60000000000007,53.5,452868.4916263224,11675.471221086606
Dentists,10.873631504003361,73.59999999999988,71.79999999999994,105163.04647634165,76087.71078923412
Designers,7.771673962259904,58.200000000001104,46.5,150444.63245265602,22899.814295141572
Dietitians and nutritionists,8.167793251350544,52.099999999999945,55.599999999999966,127805.44363909475,17577.15136049805
Draftsmen,7.579093514146184,56.09999999999969,51.5,184151.3117138206,25933.570588314433
Editors and reporters,8.987765747696569,52.5,58.66597328561242,311450.79292246903,28947.556880665998
"Engineers, aeronautical",9.526775630369402,71.0999999999997,71.59999999999968,104109.63699351548,47033.58013019809
"Engineers, chemical",9.712745762711865,67.29999999999976,73.29999999999973,151294.2035661017,46525.88226440678
"Engineers, civil",9.366208734143669,67.79999999999966,68.79999999999983,118231.28194007721,43438.43432201872
"Engineers, electrical",9.29231302168172,69.40000000000141,64.2000000000001,109877.43240055814,43906.43782828607
"Engineers, industrial",8.982168403842223,54.39999999999915,61.28686407642129,127453.39642989608,43556.45369613431
"Engineers, mechanical",8.940004931704697,62.300000000000445,64.51832260394016,108265.68287377479,41685.44673318597
"Engineers, metallurgical, metallurgists",9.240201842053693,55.80000000000004,60.90000000000003,194236.77371154222,42061.88158926122
"Engineers, mining",9.413341925361426,61.59999999999994,66.66170850610791,170066.60797937913,50511.24938361537
Engineers (n.e.c.),9.278983932011954,60.39999999999947,67.65239967232446,134597.81354314924,43563.731136932576
Entertainers (n.e.c.),8.3062432377687,34.2000000000002,43.51953698168571,273501.4827356221,24344.589780199694
Foresters and conservationists,8.085177743932078,53.89999999999982,54.360319517806815,258332.98930619916,27835.338880067404
Funeral directors and embalmers,7.8052664833122725,52.199999999999996,49.100000000000236,110370.69908198915,36187.77330335241
Lawyers and judges,10.813230320990705,75.7000000000026,74.65445339847787,125929.06304079697,69181.18581552363
Librarians,8.744649194204786,54.59999999999956,53.95959140485144,495978.4264593847,18666.066996581474
Musicians and music teachers,8.462267093956497,46.0,47.92263741406058,434830.8936562856,18029.491957930048
"Nurses, professional",8.689348865937918,61.5,66.72638809486239,116296.26425483103,25650.841702868143
Agricultural scientists,8.843778178539225,55.799999999999955,58.0,265983.269261597,27664.082055906223
Biological scientists,10.28179863305503,67.69999999999995,70.36386479965252,176888.52788910986,31594.190463691157
Geologists and geophysicists,10.205376200640341,67.2,69.8,99066.10750733725,43983.62358257738
Mathematicians,10.05679758308157,65.0,63.5,61400.84924471299,40550.843957703924
Physicists,10.000753863550697,73.79999999999994,72.42551121372026,116949.47747832643,47979.100075386355
Miscellaneous natural scientists,9.952947128762965,68.10000000000007,73.10000000000007,124898.99205666583,35057.6803440425
Optometrists,10.810468841953835,62.0,67.20000000000003,99558.8270123586,57012.84120185706
Personnel and labor relations workers,8.070915966163954,56.0,46.97375940380687,165016.75453744747,30849.870417299473
Pharmacists,9.81013458629428,60.69999999999976,68.30000000000015,187299.73645017098,37225.79564965733
Photographers,7.642810762310662,40.5,45.099999999999675,247035.90435994003,21898.92229318914
Physicians and surgeons,10.892821068395813,81.5,86.10000000000196,142498.96479838132,95693.38866283238
Radio operators,7.3657803718115,42.79999999999991,55.020795503675025,385061.8919044531,28682.781171638566
Recreation and group workers,6.950444315988517,48.60000000000023,38.09999999999982,1705813.988468359,8062.341853880294
Religious workers,8.583758762731549,55.5,63.29999999999995,844170.1924082786,15539.670688401862
"Social and welfare workers, except group",8.977606167253226,52.40000000000025,51.5,220486.33342852353,21508.643800904978
Economists,9.635256696096793,56.79999999999981,62.900000000000034,179339.747216029,40922.6279021374
Psychologists,10.549298639903903,71.40000000000028,69.40000000000028,134771.5193552137,35538.08456039059
Statisticians and actuaries,9.474699434229137,55.399999999999864,51.58625884016977,206603.61490452616,39277.67031471004
Miscellaneous social scientists,9.377771867415806,65.59999999999992,57.7373416669437,406315.9895608232,25407.364390438514
Sports instructors and officials,7.712399569704508,53.200000000000045,65.05477190977224,1241896.9607019196,18997.203457491512
Surveyors,7.232064878353088,53.29999999999968,37.700000000000145,287538.5283260553,24494.337142857144
Teachers (n.e.c.),9.700710476355756,59.599999999990885,63.76961552654404,150221.1078570046,23881.40099224493
"Technicians, medical and dental",7.794183958897612,61.0,60.3787358089928,162618.91689178706,19607.058933518925
"Technicians, testing",7.775117648881346,47.0,42.628444865964475,370386.8988322897,25159.873987462262
Technicians (n.e.c.),7.413646710517129,50.20000000000038,59.89999999999995,190031.53147038698,28705.642288230665
Therapists and healers (n.e.c.),9.40033750301342,36.7,61.29570112233152,136586.01050545095,25767.856207644712
Veterinarians,10.86867812305897,59.699999999999925,62.30000000000003,82260.12748216605,52032.76897739464
"Professional, technical and kindred workers (n.e.c.)",8.652662805005825,50.5999999999984,58.446922952093516,334049.75406844896,29229.534606987447
Farmers (owners and tenants),5.823196759436434,40.69999999999847,40.28162581618415,140191.21218900933,21620.57861879613
Farm managers,5.8622949569725895,43.700000000000166,47.60000000000115,256816.99909543662,24035.9272536971
"Buyers and department heads, store",8.268195577568816,50.0,54.96228094036986,119846.72748797118,41201.03465238803
"Buyers and shippers, farm products",6.462793860501263,40.89999999999998,41.89999999999996,133002.10617835633,28517.192490771322
"Conductors, railroad",6.346791365704981,40.899999999999864,42.199999999999925,112855.49331969437,37385.6384284581
"Inspectors, public administration",7.888652207591015,40.59999999999981,50.10000000000022,112980.65288536019,29467.594263706
"Managers and superintendents, building",7.4686059356359085,38.29999999999945,38.5,124873.71947439849,34044.07748729656
"Officers, pilots, pursers and engineers, ship",6.257377146123672,59.89999999999993,45.70000000000012,339121.26985472394,32592.7703967988
"Officials and administrators (n.e.c.), public administration",8.015041146934562,60.59999999999911,53.74659131759134,141145.18805443996,29227.679064540192
Postmasters,6.923478228115112,58.100000000000435,52.89999999999982,101289.35128823263,33275.111307819796
Purchasing agents and buyers (n.e.c.),7.585548413249942,47.90000000000088,48.1999999999999,97852.38135568683,28613.286063817464
"Managers, officials, and proprietors (n.e.c.)",7.6251592580331256,50.299999999983925,50.67021306539669,143719.284463725,36930.26084695894
"Attendants and assistants, library",7.147108424900751,41.30000000000017,29.30000000000006,1338039.1616789047,8381.711617627034
"Attendants, physician's and dentist's office",6.596412475821089,47.80000000000041,48.082852803362385,266947.5695249304,11349.525331944393
Bank tellers,6.7381920420080865,49.5,43.30000000000112,237139.5241371678,10619.297094301675
Bookkeepers,6.8629348039173905,47.59999999999709,46.5999999999984,134883.50301432796,15322.680688782251
Cashiers,5.910741049125728,30.9000000000056,29.5,504764.67953342455,6779.728298342651
"Collectors, bill and account",6.954311892195998,25.900000000000034,24.300000000000068,144111.92054544968,17142.73064537734
"Dispatchers and starters, vehicle",6.4776755362052,33.5,34.79999999999975,177940.73413343582,20130.29864064222
Mail carriers,6.788274246480125,42.30000000000084,47.0,98699.96939758206,27454.161315996826
Messengers and office boys,6.389952783573076,19.100000000000037,22.299999999999965,583181.5272812123,14765.043867354781
Office machine operators,6.947595642659477,44.89999999999798,44.969988825972955,306396.527063326,16248.007513487973
Shipping and receiving clerks,6.082268440112726,29.200000000000106,34.89999999999987,234666.12422065882,16589.269653053438
"Stenographers, typists, and secretaries",6.865482349568636,44.5,45.22345411979829,236721.00805087638,14671.404064854756
Telephone operators,6.392587807885004,40.400000000000425,39.700000000000024,302950.18284565746,14495.569879075623
"Ticket, station, and express agents",7.449325014180374,35.39999999999999,35.30000000000018,122916.62053966454,19368.201513653676
Clerical and kindred workers (n.e.c.),6.822110779501011,35.5,37.359166573852235,322455.3735450024,16141.95917803474
Advertising agents and salesmen,8.0304710114028,42.19999999999994,39.30000000000014,201060.78452068608,27410.326858536046
Auctioneers,6.369622298525551,31.899999999999974,36.60000000000001,405877.1182589376,29008.334376893556
Demonstrators,6.41003870803985,28.300000000000164,32.09999999999989,291702.8901326226,9373.731531188527
Hucksters and peddlers,6.866742319331179,18.300000000000008,21.39999999999993,479606.1290999897,12404.005500846284
Insurance agents and brokers,7.864026668006767,46.900000000000034,45.88158617685892,93563.8363108699,32662.426155418194
Newsboys,5.7118688272558185,15.400000000000034,21.399999999999874,266115.18297060416,9045.449338027878
Real estate agents and brokers,7.949526984126984,44.0,48.79999999999898,114851.75783280423,33024.960788359786
Stock and bond salesmen,8.903840131647621,50.60000000000058,52.80000000000053,146775.14802068047,54527.57719254079
Salesmen and sales clerks (n.e.c.),6.951192943437388,32.800000000006435,36.60000000000272,267740.74986126873,20017.297102492823
Bakers,5.665061102890014,34.200000000000244,34.547059515292915,431696.0172724689,13324.732823080918
Bookbinders,5.787895821622635,31.299999999999937,31.59999999999989,288246.3073958082,15686.736743488851
Boilermakers,5.815445254456033,30.699999999999985,39.599999999999945,274373.51128396526,26212.77473926541
"Brickmasons, stonemasons, and tile setters",5.365512760116311,35.69999999999981,35.72718855082127,405919.50898162735,19979.40664728147
Cabinetmakers,5.95091188423035,38.60000000000005,43.79999999999982,205840.98105610072,18866.212719298244
Carpenters,5.827718226894323,39.899999999998826,39.35895976037644,323189.0309288476,19153.117415961806
Cement and concrete finishers,5.095713367391819,31.599999999999937,37.5,417497.0371034498,18190.828061034612
Compositors and typesetters,6.938357819169131,38.0,40.19999999999999,187109.89343196695,17464.234707377964
"Cranemen, derrickmen, and hoistmen",5.412850939245496,38.80000000000005,41.19999999999996,177555.18398907417,25928.050891812985
Electricians,6.435008882955766,49.19999999999852,51.230394513645834,197287.2943294623,28361.604160184284
"Engravers, except photoengravers",6.40154718431674,41.19999999999993,38.19999999999994,423503.5923986162,19906.915289256198
"Excavating, grading, and road machinery operators",5.315396244696134,32.59999999999908,44.14623884935361,206348.75575281482,23768.234986301828
Foremen (n.e.c.),6.508765472490321,45.29999999999468,45.152483206070364,130544.9655150578,31004.98761936926
Forgemen and hammermen,5.537855962678589,35.5,35.599999999999994,125927.82223734085,23992.475993779764
Furriers,5.7067203028868905,34.70000000000003,35.0,196248.9168480833,14997.892380501657
Glaziers,5.899259570245411,25.5,30.300000000000008,278557.6673981909,21151.682111369795
"Heat treaters, annealers, temperers",5.59115821896091,35.5,39.90000000000002,111819.18924672736,25429.394845314127
Inspectors (n.e.c.),7.020507662268505,31.30000000000005,47.08749659783426,198746.65868291818,28312.76607301343
"Jewelers, watchmakers, goldsmiths, and silversmiths",6.364854528195818,37.299999999999855,41.40000000000001,148850.62943166005,19152.77118027076
"Job setters, metal",5.497177123536729,47.79999999999994,38.40000000000014,60791.71187521929,24580.237153519825
"Linemen and servicemen, telegraph, telephone, and power",6.436320582523327,39.19999999999923,40.33124589318195,133796.7678838263,31520.751931117396
Locomotive engineers,6.281720353856791,50.80000000000009,41.900000000000006,190471.75215842004,36832.17845302888
Machinists,6.024166153634611,47.800000000000466,46.89999999999938,127033.7581759601,25366.734534817948
"Mechanics and repairmen, airplane",6.773551797040169,48.19999999999998,52.89999999999969,115588.20110465116,29281.051490486258
"Mechanics and repairmen, automobile",5.7508024122205885,36.70000000000181,39.06521094470341,256327.19745570535,20095.40017506043
"Mechanics and repairmen, office machine",7.268089125730437,33.89999999999982,46.72006738705959,222074.2812140949,27455.352569660317
"Mechanics and repairmen, radio and television",6.751426613786515,35.0,38.90000000000014,223599.72673031624,23723.076114409174
Mechanics and repairmen (n.e.c.),5.989944499272404,32.79999999999691,37.828482303811,190060.37166046078,23832.730600834973
Millwrights,5.8937248337329775,40.30000000000002,42.800000000000104,80344.77068271275,30448.390354250554
"Molders, metal",5.816963897346673,39.09999999999994,33.69999999999999,192643.9287951283,21099.683819051763
Motion picture projectionists,6.70839054157132,33.90000000000002,37.90000000000002,800249.6482074752,18887.91670480549
Opticians and lens grinders and polishers,6.6800416401596205,51.3999999999997,37.700000000000045,161050.68626453067,17994.167243074433
"Painters, construction and maintenance",5.655532593277675,29.80000000000044,34.54077032763943,543308.6928922748,15485.400245798859
"Pattern and model makers, except paper",6.486887774778249,39.10000000000001,30.79999999999997,78899.58007823261,29551.88711365765
Photoengravers and lithographers,6.518082679075116,40.30000000000024,39.90000000000005,145782.99665834245,27118.993190923626
Plasterers,5.248544440372949,33.200000000000045,34.900000000000034,482477.32960791496,19194.650909979235
Plumbers and pipe fitters,5.884161626936676,40.60000000000059,44.93268652736129,270984.02584241633,25122.144512787865
"Pressmen and plate printers, printing",6.140799056479365,40.19999999999957,39.199999999999584,235544.01280918837,21242.441613440194
"Rollers and roll hands, metal",5.414960828910791,36.0,39.60000000000004,71736.49166034875,25028.08548142532
Roofers and slaters,5.161405940928841,31.200000000000195,37.200000000000465,740303.2145894268,14044.154089671845
"Shoemakers and repairers, except factory",5.493947592373839,32.80000000000012,35.08512682747145,327559.9249641174,17698.28305960955
Stationary engineers,6.634208858035079,35.0,39.75485282262805,171709.14630471703,30373.482930398917
Structural metal workers,5.8008979515480315,35.5,40.3907913198017,189515.89477130296,24041.701823964082
Tailors and tailoresses,5.200292438770632,41.20000000000002,42.5,215956.71042937884,14630.881182689875
"Tinsmiths, coppersmiths, and sheet metal workers",5.9486675889367975,36.80000000000011,47.80487221173142,230095.05943088527,23992.89721905262
"Tool makers, and die makers and setters",6.233140632303951,42.0,42.7,95141.1964426246,31854.12302885782
Upholsterers,5.360728472206091,30.300000000000004,34.79999999999997,318367.5017654301,15664.64739018328
Members of the armed services,7.210998170795655,0.0,0.0,3538645.3696012544,18653.361423430386
Apprentice auto mechanics,6.012965964343598,40.8,39.60000000000001,241931.52890329552,13797.791464073474
Apprentice bricklayers and masons,5.25251509054326,40.79999999999999,34.79999999999999,895234.2957746478,11828.050301810865
Apprentice carpenters,6.105112198414037,40.80000000000002,38.900000000000006,610320.3419942636,11584.532478488274
Apprentice electricians,6.474916759156493,40.80000000000003,51.0,234220.9922308546,14466.23551609323
Apprentice machinists and toolmakers,6.494984040127679,40.80000000000002,44.46675786593707,73240.3488372093,17833.380300957593
Apprentice plumbers and pipe fitters,6.2022707639145995,40.79999999999999,44.59999999999998,152010.00259163274,15785.584598296928
"Apprentices, metalworking trades (n.e.c.)",6.583087512291052,40.800000000000004,50.3,45054.64503441495,16765.11111111111
"Apprentices, other specified trades",6.08092485549133,40.79999999999999,36.29999999999999,33133.96309470876,16718.13739439751
Asbestos and insulation workers,5.711353467561521,28.399999999999903,32.600000000000094,383151.59007829975,19209.508881431768
"Attendants, auto service and parking",5.5669301528634065,21.599999999999685,21.368765756112484,410217.1641508653,10741.26745401933
Blasters and powdermen,5.765828111848873,32.10000000000007,37.5,357390.51248480316,22646.8551388759
"Brakemen, railroad",6.104873705069355,34.7,40.09999999999999,113360.10908771666,32983.96904708155
Bus drivers,5.936737955121765,32.40000000000014,32.09999999999978,112720.64314434717,15770.516976221234
