OCC1990,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
"Physical scientists, n.e.c.",9.960167714884696,68.1,,133425.73375262055,20291.2893081761
Agricultural and food scientists,8.922861150070126,55.8,,276885.1535764376,15631.588359046284
Biological and life scientists,10.287320666925165,67.7,,161884.965102753,16705.85692128732
Forestry and conservation scientists,8.387175721977485,53.9,,276713.03622124327,14801.456191874695
Medical scientists ,10.041058394160585,67.7,,134779.8302919708,25544.940693430657
Physicians,10.83467373820806,81.5,,106073.59009694388,43063.72016693475
Dentists,10.714643857838077,73.6,,73750.69385046454,38756.554343017255
Veterinarians,10.545405982905983,59.7,,98024.18696581197,27768.939636752137
Optometrists,10.21676737160121,62.0,,37989.41087613293,31440.50226586103
Podiatrists,10.262626262626263,36.7,,37892.42424242424,31297.348484848484
"Health diagnosing practitioners, n.e.c. ",9.818181818181818,60.0,,166961.7920875421,25362.824074074073
Registered nurses,8.648195326341382,61.5,,112323.79004746079,10955.379298304602
Pharmacists,10.102851572020473,60.7,,163548.364489398,19138.061784060443
Dietitians,7.612229862475442,52.1,,170055.33889980352,9612.750491159135
Respiratory therapists,7.759371652981078,36.7,,128460.19635844341,10177.69903605855
Occupational therapists,9.483349191246432,36.7,,214950.30922930542,10338.477640342531
Physical therapists,9.280478087649403,36.7,,181126.96454183268,12667.735059760957
Speech therapists,10.436048965808357,36.7,,111366.7897847193,11402.469396369775
"Therapists, n.e.c.",8.71906489318823,36.7,,246856.55139056832,9918.180169286577
Physicians' assistants ,7.212865497076024,61.5,,174172.17485380117,11763.862573099415
"Earth, environmental, and marine science teachers",10.215277777777779,78.3,,302663.34027777775,18960.277777777777
Biological science teachers,10.50632911392405,78.3,,567913.9692585896,16830.2712477396
Chemistry teachers,10.361842105263158,78.3,,856236.495614035,16280.328947368422
Physics teachers,10.551495016611296,78.3,,823244.6212624585,19568.60465116279
Psychology teachers,10.53061224489796,78.3,,268229.68707482994,19261.2074829932
Economics teachers,10.319298245614036,78.3,,519445.26666666666,20610.315789473683
History teachers,10.60501567398119,78.3,,278685.2413793103,17983.73040752351
Sociology teachers,10.587878787878788,78.3,,269244.58181818185,17200.78787878788
Engineering teachers,9.75605815831987,78.3,,270634.58804523427,21054.159935379645
Mathematical science teachers,10.057729941291585,78.3,,962653.149706458,13924.574363992173
Education teachers,10.22463768115942,78.3,,245292.73188405798,17501.340579710144
Law teachers,10.74074074074074,78.3,,201972.88477366255,29983.251028806586
Theology teachers,10.543147208121827,78.3,,1493357.5177664976,16262.639593908629
Home economics teachers,9.466101694915254,78.3,,113430.24576271187,11994.533898305084
"Postsecondary teachers, subject n.s. ",10.322356630824373,76.16850358422938,,408346.72017409117,16569.052419354837
"Teachers, prekindergarten and kindergarten",8.212982079445041,59.6,,160093.9643240565,5211.729705177967
"Teachers, elementary school",10.023643087710298,59.6,,103907.36611869998,11685.929583787596
"Teachers, secondary school",10.144466735566498,59.6,,164802.5011854824,13171.71692301457
"Teachers, special education",8.715489989462592,46.0,,234135.4109589041,10476.198630136987
"Teachers, n.e.c.",8.172814406041244,46.0,,434815.15248329943,8638.845483589892
"Counselors, educational and vocational ",9.734525688234262,50.6,,967756.5302472383,13594.76635104331
Librarians,9.118384401114206,54.6,,570175.7788997215,10364.067287604457
Archivists and curators ,9.004352557127312,65.6,,513145.18498367793,13490.908596300327
Economists,9.580506091846297,56.8,,130182.77375820056,23731.605435801313
Psychologists,10.40159045725646,71.4,,112871.79085487078,18071.4592445328
Sociologists,9.771428571428572,65.6,,313927.4,16629.964285714286
"Social scientists, n.e.c.",9.864661654135338,65.6,,224028.98997493734,14668.082706766918
Urban planners ,10.09800918836141,50.6,,88732.58192955589,18809.831546707504
Social workers,8.980793615275603,52.4,,198748.275826061,11667.90445289774
Recreation workers,7.101460615545123,48.6,,1812931.5146061555,4580.5007824726135
Clergy,9.349802478489096,66.8083229611992,,530791.5428865198,11678.131933546187
Lawyers,10.744277378815081,75.7,,93691.34863105924,31120.006919509276
Judges ,9.279421019509126,75.7,,82733.61107614852,30702.46381371932
Authors,9.40167211922937,59.8,,183214.64994547438,14697.173754998183
Technical writers,9.039468963042697,34.2,,192089.56548259777,17425.746322210263
Designers,7.567933032839665,58.2,,153364.47451582545,12264.98093020952
Musicians and composers,7.680971270585407,46.0,,474763.18860439956,8623.487799014305
Actors and directors,8.606265664160402,50.3,,231550.66992481204,16941.66290726817
"Painters, sculptors, craft-artists, and artist printmakers",8.088777777777779,56.2,,201630.21711111112,10566.522222222222
Photographers,7.4995585378774505,40.5,,263652.5106833834,11622.115486491259
Dancers,6.500567536889898,37.6,,379226.2065834279,7113.337116912599
"Artists, performers, and related workers, n.e.c.",7.1909323116219666,34.2,,449247.2848020434,9968.135376756067
Editors and reporters,9.00913018667971,52.5,,321693.0770359501,14346.345479742398
Announcers,7.534095388253843,50.6,,568863.0610957824,10828.900275916436
Athletes ,7.40383014154871,53.2,,1336722.7493755205,9989.342214820983
Clinical laboratory technologists and technicians,8.397669848399776,61.0,,204016.66044357102,10565.50849241999
Dental hygienists,8.795911047345768,61.0,,67095.26147776184,9483.671090387374
Health record technologists and technicians,7.978935698447893,54.6,,124431.37028824833,10462.89911308204
Radiologic technicians,7.488452445899254,61.0,,118228.76850336425,10628.04509910893
Licensed practical nurses,6.445824757424287,41.9,,101140.39543516612,7640.870148485739
"Health technologists and technicians, n.e.c. ",7.43138131426017,61.0,,270763.10147518996,9600.723066607063
Electrical and electronic technicians,7.084322123148213,50.2,,141433.22600575723,16182.922488239838
Industrial engineering technicians,7.379110840438489,47.13637028014616,,378753.75286236295,14852.574299634593
Mechanical engineering technicians,6.89543937708565,47.0,,148720.52169076752,18778.548387096773
Drafting occupations,7.340732400407485,56.1,,236812.48849927617,13857.44946651654
Surveying and mapping technicians,6.579030226700252,47.842191435768264,,367742.03636649874,12655.816278337532
Biological technicians,7.123483226266952,47.0,,421095.516773733,11019.06852248394
Chemical technicians,7.499267935578331,47.0,,249281.82601268913,15568.241825280626
Science technicians n.e.c.,7.407233442930954,47.0,,919825.4760450916,11888.729450446219
Airplane pilots and navigators,8.445988783223603,70.1,,74215.19044135576,35287.22628627164
Air traffic controllers,7.243977222952256,42.8,,103937.65790626369,22721.119141480507
Broadcast equipment operators,6.655992465269602,42.8,,233089.9093477749,11548.195196609371
Computer programmers,8.67670552038341,50.6,,265918.6272409917,16236.41411750784
"Tool programmers, numerical control",7.91044776119403,47.0,,111733.12579957357,17661.279317697226
Legal assistants,7.930432909756623,35.5,,200407.9739392634,11029.554167564074
"Technician, n.e.c. ",8.376505552948537,47.0,,368957.82006361126,14057.943062724855
"Supervisors and proprietors, sales occupations",6.614193491137387,50.3,,91044.58735053353,15736.88078177341
Insurance sales occupations,7.807830883525173,46.9,,60528.369798807515,20303.407040142843
Real estate sales occupations,7.688398726376335,44.0,,61974.928255957275,17504.983309367297
Securities and financial services sales occupations,8.89623430962343,50.6,,77602.71771269177,28677.755230125524
Advertising and related sales occupations,7.92836457857034,42.2,,187507.55738454504,15495.713305898491
Sales engineers,8.87390158172232,60.4,,64183.41080843585,26805.670035149386
"Sales workers, other commodities",6.520613800806099,32.79887825960278,,261897.15380954693,10422.0887842147
Sales counter clerks,5.671842025927043,35.5,,226205.55381368706,5805.036930961713
Cashiers,5.6571682201509095,30.9,,440117.3592913153,4518.146249445184
Street and door-to-door sales workers,5.854259266810749,17.40409003792358,,234666.82718264486,4450.041185825551
"Demonstrators, promoters and models, sales",6.157348242811501,28.3,,133649.73322683707,4369.556709265175
"Supervisors, general office",7.150354118386,35.5,,90722.33536202378,15465.004656602629
Computer operators,6.984420148379539,44.9,,203427.3240921515,11650.284068723155
Secretaries,6.70138880581839,44.5,,196354.076856825,7783.112133210522
Stenographers,6.762989457831325,44.5,,53819.92375753012,11222.679781626506
Typists,6.448949662280793,44.5,,350185.7985251895,6115.248796810774
Interviewers,7.012873427672956,35.5,,298513.5404874214,5963.671383647798
Hotel clerks,6.36406354889237,35.5,,498656.2351756545,5742.2230924144105
Transportation ticket and reservation agents,7.152770494668764,35.4,,150146.3256423702,13933.107848278272
Receptionists,6.464186198983773,35.5,,481639.1027700377,5479.721083975304
"Information clerks, n.e.c.",6.4106157745638885,35.5,,453763.67601013865,6900.74548978679
Correspondence clerks,6.3108643167551906,35.5,,149237.83239980685,9420.83268952197
"Personnel clerks, except payroll and timekeeping",6.717116724738676,35.5,,228538.83405923346,9027.961672473868
Library clerks,7.185854911191954,41.3,,1416349.079178258,4572.073614380483
File clerks,6.10419271083758,35.5,,489753.65664967784,5774.722809885566
Records clerks,6.62578115427031,35.5,,178418.8191398113,8149.699791692195
"Bookkeepers, accounting, and auditing clerks",6.594139212747763,47.6,,126960.28439465909,8152.947920106344
Payroll and timekeeping clerks,6.426649392066972,35.5,,149821.4584412996,9768.769184771776
Cost and rate clerks,6.730976744186046,35.5,,125877.38418604652,10626.33953488372
"Billing, posting, and calculating machine operators",6.342655537389209,38.277695551157386,,103700.42819034506,7739.821443937699
Duplicating machine operators,6.214748784440843,44.9,,539167.4238249594,7762.795786061588
Mail preparing and paper handling machine operators,5.570841889117043,44.9,,204649.31416837784,7681.652977412731
"Office machine operators, n.e.c.",6.08188472095151,44.9,,409389.15370539797,6667.049405306496
Telephone operators,6.161112535247373,40.4,,234191.10869007948,10080.155088438862
349,6.117338003502627,38.75744308231173,,195614.7591943958,9371.930823117338
Postal clerks except mail carriers,6.396099445448314,35.5,,88394.00454857001,15931.353666895133
"Mail carriers, postal service",6.340715277318702,42.3,,87721.80505057183,16737.213922126
"Mail clerks, except postal service",5.971545803228971,35.5,,474868.6946748729,7364.28017126037
Messengers,5.766771575285738,19.1,,669978.9039257909,6466.542156700348
Dispatchers,6.2031360112755465,33.5,,157313.3490133897,13834.82558139535
"Traffic, shipping, and receiving clerks",5.875102690490861,33.06628157732594,,190817.3478640378,11808.871816594783
Stock and inventory clerks,5.898982344613906,35.5,,315706.2825128876,9236.1238280937
Meter readers,5.949851253718657,35.5,,186309.55206119848,11945.716107097323
"Weighers, measurers, checkers, and samplers",5.382843526608419,35.5,,165989.87926926132,10151.656076250993
Expediters,6.541568573143147,35.5,,116081.7005954854,12487.558740709967
"Insurance adjusters, examiners, and investigators",7.609698275862069,46.9,,70902.34504310344,12290.388469827587
"Investigators and adjusters, except insurance",7.314807133969308,35.5,,106449.0765933914,12429.577630305545
"Eligibility clerks, social welfare",7.680113234253362,35.5,,70887.97098372258,9767.558386411889
Bill and account collectors,6.667881811204912,25.9,,161899.06600153493,9459.735226400613
General office clerks,6.39333747338538,35.5,,336953.43932753726,7280.842973740241
Bank tellers,6.607058970906016,49.5,,222765.5639660518,6249.541824559205
Proofreaders,7.0265486725663715,35.5,,250268.09786569496,7496.184279021343
Data-entry keyers,6.366961601964354,44.9,,141981.46763473182,7923.580077050083
Statistical clerks,6.805320150659134,35.5,,200319.87346986818,10169.183733521657
Teachers' aides,6.738056858147714,50.6,,260566.57371043376,4060.924677608441
"Administrative support occupations, n.e.c.",7.07860213459828,35.5,,209812.96942632672,10557.318781500147
Housekeepers and butlers,4.311354066353217,13.578269982439245,,236722.94556166092,4639.22137880247
Private household cleaners and servants,3.8388373751783167,18.9,,135778.06529957204,3529.1973965763195
"Supervisors, guards",6.704354469060352,21.9,,169804.67226890757,16451.16501145913
Firefighting occupations,6.507237635705669,44.84929131483715,,98356.49253618818,17354.76666164053
"Police and detectives, public service",7.288426392152474,47.8,,66372.10808996308,18052.77721830592
"Sheriffs, bailiffs, and other law enforcement officers",6.620137571157495,35.70998576850095,,159135.51280834916,13980.306570208728
Crossing guards,4.820424948594928,23.5,,84014.53255654559,4797.719328307059
"Guards and police, except public service",5.651328616790151,21.9,,382551.15586875385,9873.066542253913
"Protective service occupations, n.e.c. ",6.165809768637532,14.7,,2432126.382115314,2863.206940874036
Bartenders,5.892651439920556,19.9,,278850.17869910627,6781.569016881827
Waiters and waitresses,5.506053841103086,20.3,,462046.43056248635,3324.2595316261763
Cooks,4.995280210157619,26.34063047285464,,405552.564938704,4858.757311733801
"Food counter, fountain and related occupations",4.9965652600588815,15.3,,451436.55452649656,2362.756992149166
"Kitchen workers, food preparation",4.99801508535133,17.6,,416953.6150588858,3984.859071059944
Waiters'/waitresses' assistants,4.856185860889395,17.6,,899348.6869536298,2615.99771949829
Miscellaneous food preparation occupations,4.718609004039011,17.6,,726143.8120185203,3109.031918037632
Dental assistants,6.619423311731004,47.8,,170335.4014276322,5429.14764722457
"Health aides, except nursing",6.189384010484928,47.8,,323550.2315421582,6227.243337702053
"Nursing aides, orderlies, and attendants",5.548052819818969,36.3,,305748.746903286,5579.017389845086
"Supervisors, cleaning and building service workers",5.431718061674009,16.1,,198597.9646108664,12198.9765051395
Janitors and cleaners,4.630243276354938,16.1,,363551.61787526985,7343.858548217723
Elevator operators,4.258831521739131,20.9,,309164.2744565217,9186.212635869566
Pest control occupations,5.693106704438149,28.4,,235768.49338999056,10532.75731822474
"Supervisors, personal service occupations",6.297991071428571,14.7,,341043.51171875,11766.512276785714
Barbers,4.9787234042553195,35.0,,105179.0569025235,10408.432294243774
Hairdressers and cosmetologists,5.756235663056419,35.0,,46996.82592409768,6306.676152036935
"Attendants, amusement and recreation facilities",5.700684780207643,14.7,,944012.9974596864,4861.216037110669
Guides,6.870571563533302,14.1,,984309.908360888,6443.004251299008
Ushers,5.693600867678959,14.9,,1053567.2261388286,3735.558568329718
Public transportation attendants,7.528747433264887,36.4,,119141.59111909651,13532.375513347022
Baggage porters and bellhops,5.761614623000762,20.2,,604973.1363290175,7480.19801980198
Welfare service aides,5.689821882951654,17.6,,196240.73765903307,5599.898218829517
"Child care workers, n.e.c.",5.785891430146045,15.189975199779553,,311835.01192247635,3193.605860200239
"Personal service occupations, n.e.c. ",5.503037569944045,14.1,,702089.1864908073,5454.744604316546
"Farmers, except horticultural",5.149787269542004,40.7,,138538.52406774004,12811.206862990462
Horticultural specialty farmers,6.057043073341094,40.7,,79456.83352735739,11977.875436554134
"Managers, farms, except horticultural",5.847094801223242,43.7,,166461.09321100917,15207.850764525994
"Managers, horticultural specialty farms ",5.833819241982507,50.3,,562645.8250728863,9196.443148688046
Farm workers,4.34263194270841,19.161369351352146,,527711.7552607973,5134.935885181536
Marine life cultivation workers,6.394366197183099,18.4,,17448.098591549297,6555.070422535211
Nursery workers,5.055128784455491,18.4,,646311.5345684591,5313.920018075011
"Supervisors, related agricultural occupations",5.849802371541502,45.3,,368469.2300395257,12846.154150197628
"Groundskeepers and gardeners, except farm",4.911541565778854,22.5,,684281.5472154964,6136.458595641647
"Animal caretakers, except farm",5.975487115021998,28.4,,717333.9245757385,5243.134297087786
"Graders and sorters, agricultural products",4.0413687436159345,18.4,,112548.7722165475,3512.4540347293155
"Inspectors, agricultural products",5.8791208791208796,31.3,,785164.3736263736,9234.670329670329
Timber cutting and logging occupations,4.7932382461701,25.80581088219757,,338254.9968304279,9277.435816164818
Fishers,5.051759306476288,30.2,,274727.68357980624,11710.749617542071
"Supervisors, mechanics and repairers ",6.014055769666742,45.3,,89162.72330537293,20106.756971208342
Automobile mechanics,5.2227001735718055,36.71577994113652,,154901.01599879254,12080.823711418006
"Bus, truck, and stationary engine mechanics",5.151849130541269,36.7,,92059.04763654176,14742.359172177321
Aircraft engine mechanics,6.191271901362751,48.2,,98201.84701492537,18260.106262167425
Small engine repairers,5.519212295869356,32.8,,236408.21325648416,9402.600864553315
Automobile body and related repairers,5.063452676355902,36.7,,185754.36573909962,11912.533676001418
Heavy equipment mechanics,5.2589902568644815,32.8,,119631.35518157661,15224.740921169176
Industrial machinery repairers,5.23428063285042,32.8,,120038.42276483012,15281.153803401387
Machinery maintenance occupations,4.970687711386697,24.2,,236663.82487786547,14835.590003757985
"Electronic repairers, communications and industrial equipment",6.240103828682674,35.0,,178333.0715985291,13525.587280986372
Data processing equipment repairers,7.0898502495840265,33.9,,171631.22296173044,18497.466722129782
Household appliance and power tool repairers,5.781573727132466,32.8,,205491.66211152743,12920.117919329954
Telephone line installers and repairers,6.284450212364323,39.2,,75563.3675672487,19172.94213072204
Misc. electrical and electronic equipment repairers,5.724740578918624,32.8,,142850.87820862918,14579.571272528672
"Heating, air conditioning, and refrigeration mechanics",5.722641969290763,32.8,,161040.08298805752,14302.124664879357
"Camera, watch, and musical instrument repairers",5.894883920894239,37.3,,148984.30997420463,10998.889724849527
Locksmiths and safe repairers,5.846441947565543,32.8,,114248.75,12368.352059925093
Office machine repairers,6.370912640312348,33.9,,115429.88335773548,14023.579795021962
Mechanical controls and valve repairers,5.499687304565353,32.8,,128269.7048155097,14674.878048780487
Elevator installers and repairers,5.864175022789426,32.8,,28041.08477666363,20245.95715587967
Millwrights,5.343932167461579,40.3,,80177.56478537362,19242.698728139905
"Mechanics and repairers, n.s. ",5.383682788783124,32.5549266786725,,175161.60898507846,13552.780743503989
"Supervisors, construction, n.e.c.",6.020774014259357,49.193148219858315,,119277.22131614314,20239.037493451175
Brickmasons and stonemasons,4.96909843899331,35.00299989380907,,255392.090421578,12013.28873314219
Carpenters,5.337741487326011,39.90701853259588,,239910.31197410155,11347.495216126243
Drywall installers,5.10932594644506,28.4,,237336.11117266852,11453.269621421976
Electricians,5.956271509963271,48.96022211296527,,113678.949185875,17053.646209908322
Electrical power installers and repairers,5.803728266714465,39.2,,116148.62143753361,18340.530561032443
"Painters, construction and maintenance",5.091496586220746,29.8,,493509.61977436196,9236.323524042498
Paperhangers,5.749045801526718,29.8,,87641.58683206108,11122.003816793893
Plasterers,4.814175104228708,33.2,,115545.52352590828,12519.618820726622
"Plumbers, pipefitters, and steamfitters",5.407570233755093,40.60455357781114,,139119.87508042034,15855.46804632211
Concrete and terrazzo finishers,4.623313168915775,31.6,,323733.7550023267,11969.799906933458
Glaziers,5.444749862561848,25.5,,110248.0973062122,12920.445299615174
Insulation workers,5.367449139280125,28.4,,253051.98309859156,12486.499217527387
"Paving, surfacing, and tamping equipment operators",4.331578947368421,32.6,,155547.98830409357,13176.8567251462
Roofers,4.863267208094794,31.2,,482977.595526561,9109.685794168552
Sheetmetal duct installers,5.656393442622951,36.8,,153698.6,14804.63606557377
Structural metal workers,5.3349792613075255,35.5,,208173.0211337152,15371.250246889196
"Drillers, earth",4.971202303815695,26.3,,164187.97696184306,12815.98272138229
"Construction trades, n.e.c. ",4.986285312390106,17.5,,335123.2669089204,10515.314148399953
"Drillers, oil well",5.206077872744539,26.3,,345816.1165716999,13917.675688509022
Explosives workers,4.895962732919255,32.1,,283345.5326086957,14003.625776397515
Mining machine operators,4.824857685009488,26.3,,100779.48159392789,15861.881404174574
"Mining occupations, n.e.c. ",5.037086985839514,26.3,,148859.43088334458,15151.849291975725
"Supervisors, production occupations",6.0922020509475665,45.3,,85846.91321520455,18718.688670870022
Tool and die makers,5.768882858435097,41.956255088195384,,57811.78833107191,18549.70013568521
Machinists,5.490856430808608,47.706644663725456,,110553.69629205536,14623.976694843903
Boilermakers,5.402992052360917,30.7,,71330.37634408602,17774.1608228144
"Precision grinders, filers, and tool sharpeners",5.127927927927928,18.7,,50453.06036036036,16311.801801801801
"Patternmakers and model makers, metal",5.898039215686275,39.1,,99458.98039215687,17208.105392156864
Lay-out workers,5.45229151014275,35.5,,111567.68444778363,13763.024042073628
"Engravers, metal",5.764705882352941,41.2,,207802.34531590415,9883.453159041394
Sheet metal workers,5.472338134338403,36.82315251043209,,94571.81141472608,15311.877776282137
Cabinet makers and bench carpenters,5.423023897058823,38.6,,145647.4666819853,10760.055147058823
Furniture and wood finishers,4.89033264033264,29.0,,214469.99324324325,7541.205821205821
Miscellaneous precision woodworkers,5.347682119205298,40.8,,87379.39735099337,11686.490066225166
Dressmakers,4.878706199460916,31.7,,153667.98706199462,5209.257412398922
Tailors,4.565217391304348,41.2,,72999.50898203593,8667.512366571205
Upholsterers,4.741391941391941,30.3,,159097.69035409036,8952.417582417582
Shoe repairers,4.319896640826873,32.8,,99630.72299741601,7907.35142118863
Miscellaneous precision apparel and fabric workers,4.764240506329114,34.7,,192641.61234177215,7171.5427215189875
"Hand molders and shapers, except jewelers",4.865582994685839,32.00067208502657,,201650.66239449827,9107.982963426071
Optical goods workers,6.331093691675998,51.4,,56165.61627472938,11417.754759238522
Dental laboratory and medical appliance technicians,6.482632541133455,61.0,,114911.3126142596,12398.338208409506
Bookbinders,5.1959140911471975,31.3,,214928.40125720273,9023.31587218439
"Miscellaneous precision workers, n.e.c.",5.2111204013377925,28.4,,146563.8147993311,11524.423076923076
Butchers and meat cutters,5.038576713052668,32.1,,138836.69185602723,12308.85590981152
Bakers,5.087765224579774,34.2,,238978.000275558,8397.114907688068
Food batchmakers,4.8484513274336285,28.4,,245954.17256637168,7306.1227876106195
Adjusters and calibrators,5.405063291139241,28.4,,146143.1729957806,8278.79746835443
Water and sewage treatment plant operators,5.862106406080348,35.0,,80487.83333333333,13756.824104234527
Power plant operators,6.054973821989528,38.8,,52330.259162303664,19286.655759162302
Stationary engineers,6.066191042409829,35.0,,91439.34139252212,18558.00766283525
Miscellaneous plant and system operators ,5.8559264305177114,26.3,,126183.24591280654,17344.66961852861
Lathe and turning machine set-up operators,5.316752011704462,33.863789319678126,,118963.8405267008,14466.299835405998
Punching and stamping press machine operators,4.860074095183813,28.4,,155176.52303600265,11224.386339887908
Rolling machine operators,4.915871639202082,36.0,,85625.15437987857,17850.43365134432
Drilling and boring machine operators,5.135100360267628,28.4,,219440.26325270202,12212.550180133814
"Grinding, abrading, buffing, and polishing machine operators",4.849926614481409,18.7,,166794.4487524462,11623.519752935421
Forging machine operators,4.979522184300341,35.5,,90622.33105802047,14884.180887372013
"Fabricating machine operators, n.e.c.",4.9109947643979055,28.4,,191818.60257020468,10699.797715373632
Molding and casting machine operators,4.937912673056443,28.4,,184626.78487752928,10204.65015974441
Metal plating machine operators,4.986121819583655,28.4,,163136.15959907477,11555.395142636855
Heat treating equipment operators,4.80766598220397,35.5,,126007.73785078713,15802.679671457905
"Wood lathe, routing, and planing machine operators",4.811279826464208,28.4,,300192.2819956616,11192.678958785249
Sawing machine operators,4.350126342387871,27.7,,203965.03411244473,8968.743682880606
Shaping and joining machine operators,4.859259259259259,28.4,,54249.69074074074,8041.805555555556
Nailing and tacking machine operators,4.439446366782007,28.4,,119918.98615916955,6261.21107266436
Miscellaneous woodworking machine operators,5.071276595744681,28.4,,262939.8478723404,9206.5
Printing press operators,5.761929247223365,38.46106540518305,,178082.98729946525,12035.681561085972
Photoengravers and lithographers,6.130434782608695,40.3,,103046.01612903226,16342.387798036465
Typesetters and compositors,6.385912240184758,38.0,,191408.0570438799,11001.113163972286
Winding and twisting machine operators,4.131133428981348,28.4,,80125.41477761837,7187.248206599713
"Knitting, looping, taping, and weaving machine operators",4.357065335359236,24.9,,84973.00607770783,7767.590622965054
Textile cutting machine operators,4.381967213114754,28.4,,230585.05245901638,7557.639344262295
Textile sewing machine operators,4.286998436685773,28.4,,56441.244870375194,5295.968522016676
Shoe machine operators,4.357322987390883,28.4,,68111.93947623666,5794.119301648884
Pressing machine operators,4.024277940560904,18.2,,90355.91335286731,5506.443421236221
Laundering and dry cleaning machine operators,4.497672216523317,18.192661563954864,,297139.1122070544,5957.830032352245
Miscellaneous textile machine operators,4.314925704147261,28.4,,130679.36660013307,7829.94788201375
Cementing and gluing machine operators,4.810869565217391,28.4,,192615.5,8516.982608695653
Packaging and filling machine operators,4.798429319371728,28.4,,248233.02617801048,8130.086013462977
Extruding and forming machine operators,4.979485396383867,28.4,,224663.71036161334,10556.83240611961
Mixing and blending machine operators,5.194392230576441,28.4,,171117.2617481203,12068.799342105263
"Separating, filtering, and clarifying machine operators",5.608653378706855,28.4,,93632.97423432182,16013.806514341273
Painting and paint spraying machine operators,4.906141603754336,29.0,,219802.40093858397,10883.984390940625
"Roasting and baking machine operators, food",4.7976190476190474,34.2,,233927.01428571428,12310.07142857143
"Washing, cleaning, and pickling machine operators",4.620141342756184,28.4,,142898.94522968197,10139.443462897527
Folding machine operators,4.558863948694457,28.4,,163933.96381126888,6881.087952359138
"Furnace, kiln, and oven operators, except food",5.044456949915588,32.5,,130214.83612830614,15347.402363534045
Crushing and grinding machine operators,4.703494176372712,28.4,,162801.81098169717,11906.089850249584
