OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
Optometrists,10.93986606532732,62.0,,158818.11414514144,105575.3184638513
Personnel and labor relations workers,8.62511933389096,56.0,,158462.8001149682,60624.47084040277
Pharmacists,10.33314647289239,60.7,,211409.37721517214,91962.41871570819
Photographers,8.11712794382153,40.5,,279912.94092127244,31887.824482340075
Physicians and surgeons,10.951193618698902,81.5,,255443.87835340668,188941.02466417552
Radio operators,7.874733810249118,42.8,,280889.6756058298,55629.40409589328
Recreation and group workers,7.42977976538717,48.6,,1270728.7542233944,16501.739744365226
Religious workers,8.655030294055948,55.5,,617413.7121200904,29696.685571144757
"Social and welfare workers, except group",9.206501064606307,52.39999999999999,,145762.49962897788,39850.82057446338
Economists,9.52810187345823,56.8,,226097.80507700512,70932.73469897993
Psychologists,10.894635531563123,71.4,,146086.55252738457,68112.08145568203
Statisticians and actuaries,10.151599643941774,55.4,,226738.9203057912,94122.90525185883
Miscellaneous social scientists,10.031697113165691,65.6,,135166.86896839223,51513.93120133399
Sports instructors and officials,7.601798979105427,53.199999999999996,,1124597.9009295304,25403.963670354333
Surveyors,7.745245579420392,53.3,,258845.44745193064,44056.142396302996
Teachers (n.e.c.),9.999115087561018,59.59999999999999,,143230.60265180358,45426.21049863719
"Technicians, medical and dental",7.870820952935528,61.0,,185722.1628770277,38754.375139550626
"Technicians, testing",7.6334928359137875,47.0,,667894.0433633548,34821.92964222414
Technicians (n.e.c.),7.295838895674156,50.2,,274159.3267304797,46467.72520048096
Therapists and healers (n.e.c.),9.99679350698683,36.7,,120169.31218561971,54783.98547885837
Veterinarians,10.894988937246225,59.699999999999996,,139188.05470592526,95734.06822436723
"Professional, technical and kindred workers (n.e.c.)",8.708352554619383,50.599999999999994,,230362.96106864084,52755.85244174203
Farmers (owners and tenants),6.803707163019191,40.7,,193783.32504502367,48544.863731829275
"Buyers and department heads, store",8.72377444144898,50.0,,160875.13564423166,73460.8506693316
"Buyers and shippers, farm products",6.966354846317113,40.9,,140899.25422529675,46120.09669051175
"Conductors, railroad",6.856755344799871,40.9,,155571.25361678188,52654.29987140331
"Inspectors, public administration",8.536664164847162,40.6,,130638.11248976528,61900.16495633188
"Managers and superintendents, building",7.9418430029763,38.3,,166466.35608926023,62960.47522122337
"Officers, pilots, pursers and engineers, ship",6.884041632275079,59.900000000000006,,280515.7536488636,63864.505586535946
"Officials and administrators (n.e.c.), public administration",8.670078342178417,60.60000000000001,,153334.42476103405,56159.607553256326
Purchasing agents and buyers (n.e.c.),8.050866586878616,47.9,,124323.17698967188,52291.87462023957
"Managers, officials, and proprietors (n.e.c.)",7.983239461892783,50.3,,179560.27099980295,66167.34574519155
"Attendants and assistants, library",7.616751225532207,41.3,,1060177.9596302835,17176.22346251414
"Attendants, physician's and dentist's office",7.038405082313393,47.8,,187057.35091892586,23593.15563801337
Bank tellers,7.111755722832833,49.5,,157160.64831292993,18976.47631228896
Bookkeepers,7.084120575368479,47.6,,133304.3547845326,31803.556703019116
Cashiers,6.2351581995078815,30.900000000000002,,517984.00159586704,11669.414428645616
"Collectors, bill and account",7.039467849223946,25.9,,147084.69145995012,28274.9880058204
"Dispatchers and starters, vehicle",6.868899361526886,33.5,,156432.49171409284,33505.57573430601
Mail carriers,6.9735405462492075,42.3,,99305.69744531279,45717.02654610839
Messengers and office boys,6.746964067063507,19.1,,243562.20017280037,31903.957984596385
Office machine operators,7.184937894373614,44.9,,298700.93793542247,26999.120451434723
Shipping and receiving clerks,6.346412179184116,29.2,,231604.49277775025,25725.890750832717
"Stenographers, typists, and secretaries",7.2217056119744,44.5,,239187.07533487075,28931.03367287204
Telephone operators,6.805577845831355,40.4,,276465.74970112834,23867.72836251085
"Ticket, station, and express agents",7.559061440297934,35.4,,146024.3894664013,33657.81050284865
Clerical and kindred workers (n.e.c.),7.079977162172879,35.5,,297458.9310670706,26284.114079575564
Advertising agents and salesmen,8.377691061212342,42.2,,225043.32944946006,54572.829127947356
Demonstrators,6.770502269527117,28.299999999999997,,692477.329986619,18788.811056401464
Insurance agents and brokers,8.049096144015733,46.89999999999999,,116625.98208169409,52737.711970659155
Newsboys,6.608346527492719,15.4,,456652.88194452587,17724.061811216012
Real estate agents and brokers,8.307631285208178,44.0,,121171.7476397221,51802.60841879113
Stock and bond salesmen,9.342435588096626,50.6,,181645.28982583134,102632.68289097818
Salesmen and sales clerks (n.e.c.),7.404881252386407,32.8,,303943.6037999236,36055.21579865088
Bakers,5.9247777172537734,34.2,,351436.44773942843,19313.83260918983
Bookbinders,6.294950962586269,31.3,,339499.51836957084,22841.757303720617
Boilermakers,6.20718086853689,30.699999999999996,,493452.622790881,46986.63129886341
"Brickmasons, stonemasons, and tile setters",5.359462343039002,35.7,,522193.7506223726,25143.02379606241
Cabinetmakers,6.17268496023323,38.6,,297678.8276602818,26521.038181213717
Carpenters,5.901374601005326,39.900000000000006,,464338.8249530801,27017.734627004334
Cement and concrete finishers,5.306001795276566,31.6,,728497.6905108284,23925.172377503328
Compositors and typesetters,6.922101754978063,38.0,,272432.92429547757,26443.851037799526
"Cranemen, derrickmen, and hoistmen",5.929457387288712,38.8,,247328.2606001401,43271.1114729187
Electricians,6.584618596438183,49.199999999999996,,244213.2676257676,41333.833347216954
"Engravers, except photoengravers",6.78817436340095,41.2,,120341.04626672421,26370.105049633145
"Excavating, grading, and road machinery operators",5.814597171723393,32.6,,290786.63797135535,36673.53647368147
Foremen (n.e.c.),6.788558638308404,45.3,,170360.0134324899,48886.31378153167
Forgemen and hammermen,6.127332835661726,35.5,,177590.57747680496,31064.91308520849
Glaziers,5.918055826664064,25.5,,319863.2443880539,33670.221666991994
"Heat treaters, annealers, temperers",6.285597548518897,35.5,,142638.42717058223,32966.84065372829
Inspectors (n.e.c.),7.459478101886479,31.3,,146109.0376381617,50583.068162552976
"Jewelers, watchmakers, goldsmiths, and silversmiths",7.083061371357801,37.3,,163266.28386135798,38587.55600743084
"Linemen and servicemen, telegraph, telephone, and power",6.72914264290705,39.199999999999996,,180387.6350054817,47366.68240731799
Locomotive engineers,6.907186329588015,50.8,,109039.47565543071,59563.363061797754
Machinists,6.289506557655056,47.79999999999999,,148373.6009038123,39179.18922017527
"Mechanics and repairmen, airplane",7.024092070389914,48.199999999999996,,187000.6013765192,51375.08530121057
"Mechanics and repairmen, automobile",6.062156128704186,36.7,,268915.47931586317,32395.2650106872
"Mechanics and repairmen, office machine",7.53034339748932,33.9,,280670.37807847024,37164.15519164769
"Mechanics and repairmen, radio and television",6.885741658682885,35.0,,199625.72682134376,39950.121947765234
Mechanics and repairmen (n.e.c.),6.321430686588484,32.8,,242577.24639548338,38631.19359332584
Millwrights,6.310068435361395,40.3,,182540.4242054936,45185.15174525796
Motion picture projectionists,7.008470317995837,33.9,,718710.582513818,15008.31928791903
Opticians and lens grinders and polishers,7.216781046315136,51.39999999999999,,81166.37026244095,34579.659447529055
"Painters, construction and maintenance",5.583823965328673,29.8,,465917.5126299408,21680.38602772071
Paperhangers,6.498065296251512,24.300000000000004,,384993.0494558646,20100.723821039905
"Pattern and model makers, except paper",7.119341061622941,39.1,,74685.8981086028,45408.553386211104
Plasterers,4.751192691953875,33.2,,663465.645829322,20893.392165671867
Plumbers and pipe fitters,6.059316215423322,40.599999999999994,,278002.55609297554,38234.34787336822
"Pressmen and plate printers, printing",6.301717023825369,40.2,,268603.3864197296,30831.23651955658
"Rollers and roll hands, metal",5.723671947809879,36.0,,209417.80419384904,30247.515377446412
Roofers and slaters,5.0945695663397,31.2,,887893.7801852091,21070.195989287557
"Shoemakers and repairers, except factory",5.57085823628074,32.8,,569955.1940067563,23958.760230878866
Stationary engineers,6.738738129989009,35.0,,214766.00772564282,49606.925748238646
Structural metal workers,5.956707680797501,35.5,,349555.8923960408,33727.24565004196
"Tinsmiths, coppersmiths, and sheet metal workers",6.04523534187929,36.8,,328556.406459907,35498.10950225131
"Tool makers, and die makers and setters",6.528357979445911,42.0,,89668.69680155821,43984.15748737795
Upholsterers,5.776994866038952,30.299999999999997,,198677.6562532477,25450.926108374384
Members of the armed services,7.411600007400549,0.0,,2975459.6687655444,41978.316369925225
Asbestos and insulation workers,5.8145037868382845,28.4,,322427.2121316172,28621.38535494251
"Attendants, auto service and parking",6.14833837995407,21.6,,506502.15944184194,18409.82301689318
Blasters and powdermen,6.654988575780655,32.1,,268888.2080054159,40396.697977490054
"Brakemen, railroad",6.820042967269051,34.7,,63157.95652723367,42522.00556047011
Bus drivers,6.46093929506916,32.4,,124904.30672790232,29301.531751352257
Deliverymen and routemen,6.720388742660457,28.0,,249843.8359789431,30285.699190119456
"Dressmakers and seamstresses, except factory",6.119353439333069,31.699999999999996,,106691.98350591297,21355.05930892699
"Filers, grinders, and polishers, metal",5.685387393487952,18.7,,418191.63210315444,26132.447124880087
Laundry and dry cleaning operatives,5.3104524277747105,18.2,,292816.1742867423,17343.049647325945
"Meat cutters, except slaughter and packing house",5.378256123732702,32.099999999999994,,350829.86691827624,23804.69741791855
Mine operatives and laborers,6.017774305723589,26.3,,432808.0961098398,45874.744408802115
"Oilers and greaser, except auto",6.302443609022556,24.199999999999996,,131330.43377192982,37327.9063283208
"Painters, except construction or maintenance",5.668063617540009,29.0,,401724.8218788327,27673.693059769306
Photographic process workers,7.030756382381316,35.9,,283630.5672075912,23242.164034039368
Power station operators,7.069511035192266,38.800000000000004,,108476.37040200322,71641.61018692859
Sailors and deck hands,6.470120361347415,33.70000000000001,,329481.44035924046,44700.78406068108
Sawyers,5.181135046160453,27.699999999999996,,203883.98268088457,21664.637276652593
Stationary firemen,6.317796802101735,32.5,,306639.6606422974,37656.441817275896
Taxicab drivers and chauffers,6.550471917326281,22.0,,189110.89747159817,26406.471822140265
Truck and tractor drivers,6.048235997132337,32.1,,214134.5670043129,33719.32722580091
"Weavers, textile",5.8433251144769285,24.9,,180757.98295174356,23941.679464600213
Welders and flame cutters,5.81112076211824,40.1,,348082.2533748949,31800.628503782573
Operative and kindred workers (n.e.c.),5.926710567175542,28.4,,324529.89462863625,25519.6403480236
"Attendants, hospital and other institution",6.4245688997772294,36.3,,166117.17324446526,19135.226498778065
"Attendants, professional and personal service (n.e.c.)",6.672352411909852,14.1,,596713.4311850172,13309.676352464885
"Attendants, recreation and amusement",6.619231196101626,14.700000000000001,,998567.1724520315,18106.777588900597
"Barbers, beauticians, and manicurists",6.392324432912028,35.0,,149773.30495217512,19865.154563717024
Bartenders,7.034328848305383,19.9,,207769.29796040355,17974.843965857945
Charwomen and cleaners,5.29222222445506,12.399999999999999,,190044.1975215173,13502.515282151347
"Cooks, except private household",5.845983686139726,26.4,,556672.9341306263,13143.77544224966
Counter and fountain workers,5.8365220947307765,15.3,,827594.2786052477,6521.6521430866505
"Firemen, fire protection",7.471236466746864,43.800000000000004,,269813.3447032351,63446.12862766369
"Guards, watchmen, and doorkeepers",7.020489147072077,21.9,,191405.74307538866,35441.52667378016
"Housekeepers and stewards, except private household",7.54699773350022,36.4,,83099.83284733264,34000.07405703461
Janitors and sextons,5.792426853396792,16.099999999999998,,398708.50168078765,21287.00779362355
Policemen and detectives,8.024556935079389,47.8,,126827.16670370156,63184.142683616825
Porters,6.751099570236621,20.2,,277538.070271848,24227.568455166722
Practical nurses,6.974371422896835,41.9,,95891.25296131244,34635.17278097906
Sheriffs and bailiffs,7.443993279193503,55.0,,529707.1402268272,35656.10767292075
"Ushers, recreation and amusement",6.594468812727678,14.9,,1386851.649394097,10252.636190617797
Waiters and waitresses,6.505116587832753,20.3,,529541.9923534655,11823.07089485826
"Service workers, except private household (n.e.c.)",5.57386125014205,17.6,,703778.373806571,10467.135236067124
Farm foremen,6.0643799158451905,35.0,,168989.84362965936,36174.3295716431
"Farm laborers, wage workers",4.733973093650147,18.400000000000002,,591266.0391792097,16475.529196080548
Fishermen and oystermen,5.850902678646402,30.2,,743774.9239398774,28623.213687127383
"Gardeners, except farm and groundskeepers",5.445296961990758,22.5,,722362.3736934646,17250.039796882316
"Lumbermen, raftsmen, and woodchoppers",5.430927792592898,26.400000000000002,,436491.5807893084,25542.262872851952
Laborers (n.e.c.),5.750929568091805,17.5,,566918.1991642114,21186.742361335135
N/A (blank),4.130371305937235,0.0,,410671.06507613184,3866428.1756001404
