OCC1950,EDUC_mean,PRESGL_mean,PRENT_mean,FTOTINC_mean,INCTOT_mean
"Technicians, medical and dental",8.106406829785053,61.0,,173674.95471848495,51617.91486564845
"Technicians, testing",7.944777869240939,47.0,,491205.36364256195,43798.228734399294
Technicians (n.e.c.),7.513687014565926,50.2,,326274.1235803836,57336.95223212557
Therapists and healers (n.e.c.),10.233767721302073,36.7,,146369.5062921081,64856.19780923857
Veterinarians,11.0,59.699999999999996,,186052.35768051742,117013.40258718924
"Professional, technical and kindred workers (n.e.c.)",8.944782250116189,50.599999999999994,,242840.4285851855,71660.69717938785
Farmers (owners and tenants),7.115594953679241,40.7,,155992.55774439912,62805.8397601125
"Buyers and department heads, store",9.060115878484185,50.0,,199279.2920945819,94995.36288631381
"Buyers and shippers, farm products",7.3732942773451455,40.900000000000006,,178227.10595127527,63882.611988283206
"Conductors, railroad",7.058754581480586,40.9,,165887.5026884221,73751.77789354221
"Inspectors, public administration",8.865546146461876,40.599999999999994,,142352.9750668541,76032.60034541278
"Managers and superintendents, building",8.166043610752423,38.3,,172341.29014307025,78332.69649024632
"Officers, pilots, pursers and engineers, ship",7.390756658698269,59.900000000000006,,314963.6089212146,74614.07337707475
"Officials and administrators (n.e.c.), public administration",9.125362923291172,60.599999999999994,,206233.63437201292,78098.77882353784
Purchasing agents and buyers (n.e.c.),8.416700145708786,47.9,,118208.8809924987,64113.02720496969
"Managers, officials, and proprietors (n.e.c.)",8.332162933807929,50.300000000000004,,200731.2628395953,88554.76594263595
"Attendants and assistants, library",8.09823122445705,41.29999999999999,,594264.16448008,22955.120860036433
"Attendants, physician's and dentist's office",7.505407603842844,47.8,,172900.1889204442,30364.30192226195
Bank tellers,7.138303842598706,49.5,,168884.66819072142,25062.478514679344
Bookkeepers,7.254197540299849,47.6,,164029.0320909411,41569.206321770376
Cashiers,6.379398537700986,30.900000000000002,,601910.4692851966,14179.361726410129
"Collectors, bill and account",7.17968003470492,25.900000000000002,,112568.38931651239,36825.78733856643
"Dispatchers and starters, vehicle",7.141937252531924,33.5,,141756.57264307587,43952.89847072127
Mail carriers,7.095873147466547,42.3,,105400.44541800968,50377.241691144765
Messengers and office boys,6.983574015060237,19.1,,320885.0526126984,27551.77238484839
Office machine operators,7.2887230667179015,44.9,,338764.55881475314,27887.90592644909
Shipping and receiving clerks,6.595949785457497,29.199999999999996,,189261.004583408,32758.856836367853
"Stenographers, typists, and secretaries",7.600021767797629,44.5,,166059.2669814769,38905.39999927067
Telephone operators,7.095883440473566,40.4,,200950.1779602083,31571.01769085944
"Ticket, station, and express agents",7.714196186327334,35.4,,182417.51399747794,42482.541595017006
Clerical and kindred workers (n.e.c.),7.343337644127003,35.5,,288312.0129756292,33775.09214388721
Advertising agents and salesmen,8.747628582408025,42.2,,204429.67178367008,76133.33865933162
Demonstrators,7.188108787039885,28.3,,340788.0327335179,28362.077950374245
Insurance agents and brokers,8.279426046421287,46.9,,142279.3573391117,68203.54782541841
Newsboys,7.4001482744560185,15.400000000000002,,274975.02964006376,28370.451354857843
Real estate agents and brokers,8.490547680010952,44.0,,193329.81073977987,85199.91525484998
Stock and bond salesmen,9.520175579896907,50.6,,245594.8679214645,163232.3666055246
Salesmen and sales clerks (n.e.c.),7.605027540002723,32.8,,300880.66631127585,48657.16688749678
Bakers,6.537769281986297,34.2,,311359.7149709687,24259.2891456718
Bookbinders,6.335895858958589,31.300000000000004,,145211.74641246413,28705.038437884377
Boilermakers,6.481016949152543,30.7,,83591.86822033898,58144.11694915254
"Brickmasons, stonemasons, and tile setters",5.656776438596087,35.7,,436740.3514795013,39178.66318300187
Cabinetmakers,6.218594748048261,38.6,,349936.4798012775,37896.13356990774
Carpenters,6.148522705152804,39.9,,368796.3410319513,39795.750603431494
Cement and concrete finishers,5.6018251375843615,31.599999999999998,,1009950.0954130073,40043.96840325881
Compositors and typesetters,7.369702307556808,38.0,,149974.31090364628,36777.4958604897
"Cranemen, derrickmen, and hoistmen",6.101560188161345,38.8,,377466.7404210161,64376.74248221957
Electricians,6.759912488761706,49.2,,218460.3583447578,56051.890339266916
"Engravers, except photoengravers",7.423824612486084,41.20000000000001,,84934.17573006765,27811.00796437441
"Excavating, grading, and road machinery operators",6.023438012732165,32.6,,223971.49566843867,51864.61825244471
Foremen (n.e.c.),6.913438060472552,45.3,,207166.9259658404,59919.0024575503
Glaziers,6.336394190373304,25.5,,573367.5816228545,42409.45804825351
Inspectors (n.e.c.),7.593413678156709,31.3,,131884.26094728743,61097.71763068244
"Jewelers, watchmakers, goldsmiths, and silversmiths",7.53604867613147,37.3,,292653.24354041065,44674.96304837052
"Linemen and servicemen, telegraph, telephone, and power",6.953762346015015,39.199999999999996,,165285.30035370385,65977.03556890394
Locomotive engineers,6.843583056030218,50.8,,116533.43327637378,78758.68549329975
Machinists,6.474685269201613,47.8,,266153.45901342743,50696.54338670264
"Mechanics and repairmen, airplane",7.095183834265722,48.199999999999996,,148070.59065740576,70556.70512651668
"Mechanics and repairmen, automobile",6.3131690453468865,36.7,,238443.9718499212,43447.23914574855
"Mechanics and repairmen, office machine",7.526234812070687,33.89999999999999,,212639.3110804367,45693.14588596027
"Mechanics and repairmen, radio and television",6.865594108860495,35.0,,222359.5619987251,56519.31251010875
Mechanics and repairmen (n.e.c.),6.577987246497768,32.79999999999999,,227960.3321573923,49846.60195604948
Millwrights,6.448997522613355,40.29999999999999,,342072.7959612836,59294.169787405655
Opticians and lens grinders and polishers,7.441017016922841,51.39999999999999,,117507.9759387532,39858.967224489315
"Painters, construction and maintenance",5.856588569102204,29.800000000000004,,379254.58983239945,32166.868248818282
Plasterers,5.554060988124909,33.2,,389371.54145286616,50812.90426623662
Plumbers and pipe fitters,6.3267387689545425,40.6,,256270.36560290676,51780.410006736245
"Pressmen and plate printers, printing",6.69037442201421,40.2,,220777.99040261644,37872.270215405435
Roofers and slaters,5.434970725166362,31.2,,726469.9552174166,34034.755482264365
"Shoemakers and repairers, except factory",5.911928075485134,32.8,,260276.84938579312,37947.889454631775
Stationary engineers,7.0978449408672795,35.0,,136771.8629172142,63494.95810024404
Structural metal workers,6.263891793906435,35.5,,332603.84845104464,54224.84045643636
"Tinsmiths, coppersmiths, and sheet metal workers",6.319200564722492,36.8,,306464.0899963444,44626.31821103982
"Tool makers, and die makers and setters",6.686240955897805,42.0,,95570.92375934432,56252.109940256385
Upholsterers,5.753733954089184,30.299999999999997,,531711.0471218278,30244.229661723944
Members of the armed services,7.778723556792918,0.0,,2370527.784494817,53283.6991939802
Asbestos and insulation workers,5.896268036652584,28.399999999999995,,231416.96369849387,44895.170916665695
"Attendants, auto service and parking",6.409164065476173,21.600000000000005,,533678.8386927209,24488.187356589995
Blasters and powdermen,6.508205399682372,32.1,,218217.6077289571,57030.96876654314
Bus drivers,6.740514131044688,32.4,,97306.08409868619,37018.553693899565
Deliverymen and routemen,6.792876022033941,28.0,,137893.06899192254,35206.37502161401
"Dressmakers and seamstresses, except factory",6.603188432855172,31.700000000000003,,191425.1404404062,26026.83957224798
"Filers, grinders, and polishers, metal",6.188338412938533,18.7,,236885.212475807,43893.45576294187
Laundry and dry cleaning operatives,5.770572409740331,18.2,,497336.30904984026,22103.387813567413
"Meat cutters, except slaughter and packing house",5.935704359970938,32.1,,308833.34449484013,29779.906254629073
Mine operatives and laborers,6.245886215988071,26.299999999999997,,533856.1755735127,59175.21834199165
"Oilers and greaser, except auto",6.70141292397899,24.200000000000003,,150496.19732073782,52958.85630522415
"Painters, except construction or maintenance",6.114194044014641,29.0,,275461.2726569208,39941.81509557594
Photographic process workers,8.247709504031272,35.9,,96358.62051062791,51540.07879306132
Power station operators,7.283544067849265,38.79999999999999,,870007.7601665165,87318.55354313586
Sailors and deck hands,6.744161062289164,33.7,,912211.2302700845,49900.904149029884
Sawyers,5.705470814316598,27.700000000000003,,489438.8046180639,30502.565157338457
Stationary firemen,6.506851527796473,32.5,,283510.1074438013,48487.86243101359
Taxicab drivers and chauffers,7.066008345173244,22.0,,144351.3334545381,30459.23748729033
Truck and tractor drivers,6.387171280631901,32.1,,202677.38579653206,44510.05278556057
Welders and flame cutters,6.144421178753599,40.1,,244769.25330747833,45140.321404769995
Operative and kindred workers (n.e.c.),6.340361854324667,28.399999999999995,,339427.34707751044,33910.81584191081
"Attendants, hospital and other institution",6.711187617035167,36.3,,196741.6531262634,24551.24255332795
"Attendants, professional and personal service (n.e.c.)",7.051949162108003,14.1,,732310.1352726957,18778.126275799958
"Attendants, recreation and amusement",6.619465535838921,14.699999999999998,,1071115.8249434233,19035.871419809224
"Barbers, beauticians, and manicurists",6.592852351749881,35.0,,128990.71971883916,26153.54822547459
Bartenders,7.282648323366043,19.9,,118415.2602900911,25323.04642354198
Charwomen and cleaners,5.773541856493078,12.400000000000002,,207616.51835367782,18266.91893443903
"Cooks, except private household",6.1787600640645675,26.4,,597422.1048106981,16709.16866803013
"Firemen, fire protection",7.690237758060943,43.800000000000004,,178480.3424491585,79756.8372445883
"Guards, watchmen, and doorkeepers",7.1946320412283615,21.9,,232173.16711635474,43564.76207164897
"Housekeepers and stewards, except private household",7.749213932559302,36.4,,134723.29335592466,43315.757291261594
Janitors and sextons,6.113646205902021,16.1,,406682.7623780805,26689.58356453874
Policemen and detectives,8.289020252776524,47.8,,165279.3174578188,79320.96010505428
Porters,7.044286789207782,20.2,,158008.41489060226,30043.508467454292
Practical nurses,6.962296502648469,41.9,,115590.22390428903,40509.74153119244
Sheriffs and bailiffs,7.692374281891871,55.0,,279572.59081608563,43345.97111828126
"Ushers, recreation and amusement",6.840486175278982,14.9,,721841.3387589736,16804.974056436135
Waiters and waitresses,6.70502032311749,20.3,,570950.0951394063,15707.809013261707
"Service workers, except private household (n.e.c.)",5.957989440193211,17.6,,852495.0785142618,13987.49903009074
Farm foremen,6.290913931464648,35.0,,135651.7728102537,50691.79078081618
"Farm laborers, wage workers",5.489743205875619,18.4,,389131.7595848671,25410.179674868345
Fishermen and oystermen,6.318298789817777,30.2,,579108.824401864,48184.8897621366
"Gardeners, except farm and groundskeepers",5.944541806607826,22.5,,676074.1213997696,24797.1404394966
"Lumbermen, raftsmen, and woodchoppers",5.796626643796455,26.4,,348810.4217838765,36519.300028587764
Laborers (n.e.c.),6.120614223187747,17.5,,526787.2433260693,28870.187196177772
N/A (blank),4.574963731256154,0.0,,468403.3785217634,3705547.197557454
